Domain Authority Score,Page Authority Score,Source URL,Source Page Title,Source Domain,Target URL,Anchor,Anchor Type,Link Type,No Follow,Toxic Score,First Seen,Last Seen,Comment
0,0,https://vi.ramsarsms.com/social/315305,Backlinks for caldea.com,vi.ramsarsms.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-16,2025-11-16,
0,0,https://ro.jserrors.info/social/315305,Backlinks for caldea.com,ro.jserrors.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-19,2025-11-19,
0,0,https://lt.nannohi.info/social/315305,Backlinks for caldea.com,lt.nannohi.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-16,2025-11-16,
0,0,https://pt.reate.info/social/315305,Backlinks for caldea.com,pt.reate.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-18,2025-11-18,
0,0,https://ne.knkqjmjyxzev.info/social/315305,Backlinks for caldea.com,ne.knkqjmjyxzev.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://tr.mobil-content.info/social/315305,Backlinks for caldea.com,tr.mobil-content.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-16,2025-11-16,
0,0,https://sr.miheeff.com/social/315305,Backlinks for caldea.com,sr.miheeff.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-13,2025-11-13,
0,0,https://zh-tw.gandrad.org/social/315305,Backlinks for caldea.com,zh-tw.gandrad.org,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-13,2025-11-13,
0,0,https://ta.digestiontub.com/social/315305,Backlinks for caldea.com,ta.digestiontub.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-12,2025-11-12,
0,0,https://tk.talleres-mecanicos.info/social/315305,Backlinks for caldea.com,tk.talleres-mecanicos.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-12,2025-11-12,
0,0,https://tk.shippin.info/social/315305,Backlinks for caldea.com,tk.shippin.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-09,2025-11-09,
0,0,https://da.zearful.info/social/315305,Backlinks for caldea.com,da.zearful.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-23,2025-11-23,
0,0,https://ky.rttsp.info/social/315305,Backlinks for caldea.com,ky.rttsp.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://km.dtashjvcjswq.info/social/315305,Backlinks for caldea.com,km.dtashjvcjswq.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-12,2025-11-12,
0,0,https://ko.javaforge.info/social/315305,Backlinks for caldea.com,ko.javaforge.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://ms.glumifo.info/social/315305,Backlinks for caldea.com,ms.glumifo.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-12,2025-11-12,
0,0,https://it.matecki.info/social/315305,Backlinks for caldea.com,it.matecki.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-12,2025-11-12,
0,0,https://tk.ytonu.info/social/315305,Backlinks for caldea.com,tk.ytonu.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-11,2025-11-11,
0,0,https://ja.gandrad.org/social/315305,Backlinks for caldea.com,ja.gandrad.org,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-09,2025-11-09,
0,0,https://ru.cs-forever.net/social/315305,Backlinks for caldea.com,ru.cs-forever.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-18,2025-11-18,
0,0,https://bg.adspot-rich.info/social/315305,Backlinks for caldea.com,bg.adspot-rich.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://sk.filmejocuri.info/social/315305,Backlinks for caldea.com,sk.filmejocuri.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://bs.vnurl.info/social/315305,Backlinks for caldea.com,bs.vnurl.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://ko.reate.info/social/315305,Backlinks for caldea.com,ko.reate.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://cs.admediabar.com/social/315305,Backlinks for caldea.com,cs.admediabar.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-20,2025-11-20,
0,0,https://lt.rankcheck.info/social/315305,Backlinks for caldea.com,lt.rankcheck.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://hr.pacificwebart.com/social/315305,Backlinks for caldea.com,hr.pacificwebart.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-18,2025-11-18,
0,0,https://ne.zkdkvnzsdxge.info/social/315305,Backlinks for caldea.com,ne.zkdkvnzsdxge.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-12,2025-11-12,
0,0,https://ne.farsiaddons.com/social/315305,Backlinks for caldea.com,ne.farsiaddons.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://hy.tinnhan.org/social/315305,Backlinks for caldea.com,hy.tinnhan.org,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-22,2025-11-22,
0,0,https://km.instantslideup.com/social/315305,Backlinks for caldea.com,km.instantslideup.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-22,2025-11-22,
0,0,https://ky.4ucoz.net/social/315305,Backlinks for caldea.com,ky.4ucoz.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-16,2025-11-16,
0,0,https://tr.dreyeli.info/social/315305,Backlinks for caldea.com,tr.dreyeli.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-23,2025-11-23,
0,0,https://ro.bhshop.info/social/315305,Backlinks for caldea.com,ro.bhshop.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://lb.av-car.info/social/315305,Backlinks for caldea.com,lb.av-car.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-13,2025-11-13,
0,0,https://vi.kucinggarong.info/social/315305,Backlinks for caldea.com,vi.kucinggarong.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-24,2025-11-24,
0,0,https://es.stathub.org/social/315305,Backlinks for caldea.com,es.stathub.org,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://mk.reviews4.info/social/315305,Backlinks for caldea.com,mk.reviews4.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-16,2025-11-16,
0,0,https://el.oruest.info/social/315305,Backlinks for caldea.com,el.oruest.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://lv.hotdisk.org/social/315305,Backlinks for caldea.com,lv.hotdisk.org,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://hr.adminwebads.com/social/315305,Backlinks for caldea.com,hr.adminwebads.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-18,2025-11-18,
0,0,https://vi.gandrad.org/social/315305,Backlinks for caldea.com,vi.gandrad.org,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://ur.poponclick.info/social/315305,Backlinks for caldea.com,ur.poponclick.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-19,2025-11-19,
0,0,https://uz.pacificwebart.com/social/315305,Backlinks for caldea.com,uz.pacificwebart.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-19,2025-11-19,
0,0,https://fi.sirij.info/social/315305,Backlinks for caldea.com,fi.sirij.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-13,2025-11-13,
0,0,https://ky.mobil-content.info/social/315305,Backlinks for caldea.com,ky.mobil-content.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://tr.azrimet.info/social/315305,Backlinks for caldea.com,tr.azrimet.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-11,2025-11-11,
0,0,https://ms.freesongss.info/social/315305,Backlinks for caldea.com,ms.freesongss.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://hr.publicibay.com/social/315305,Backlinks for caldea.com,hr.publicibay.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://tr.blogsdobrasileiro.com/social/315305,Backlinks for caldea.com,tr.blogsdobrasileiro.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-16,2025-11-16,
0,0,https://ur.twelveddtwo.net/social/315305,Backlinks for caldea.com,ur.twelveddtwo.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-13,2025-11-13,
0,0,https://ko.tisiluvo.info/social/315305,Backlinks for caldea.com,ko.tisiluvo.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
2,0,https://monkey.yepifriv.info/social/315305,Backlinks for caldea.com,monkey.yepifriv.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://sl.gredinatib.info/social/315305,Backlinks for caldea.com,sl.gredinatib.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-19,2025-11-19,
0,0,https://lv.miheeff.com/social/315305,Backlinks for caldea.com,lv.miheeff.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://pl.plugin-theme-rose.info/social/315305,Backlinks for caldea.com,pl.plugin-theme-rose.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://tr.hookmyvisit.com/social/315305,Backlinks for caldea.com,tr.hookmyvisit.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-02,2025-11-02,
0,0,https://de.mihanwebads.com/social/315305,Backlinks for caldea.com,de.mihanwebads.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://ky.oflpn.org/social/315305,Backlinks for caldea.com,ky.oflpn.org,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-07,2025-11-07,
0,0,https://ka.kucinggarong.info/social/315305,Backlinks for caldea.com,ka.kucinggarong.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-18,2025-11-18,
0,0,https://th.bhshop.info/social/315305,Backlinks for caldea.com,th.bhshop.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
2,0,https://vi.afexono.info/social/315305,Backlinks for caldea.com,vi.afexono.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://fr.4ucoz.net/social/315305,Backlinks for caldea.com,fr.4ucoz.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-19,2025-11-19,
0,0,https://sl.clixinstant.info/social/315305,Backlinks for caldea.com,sl.clixinstant.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-16,2025-11-16,
0,0,https://az.nexcesscdh.net/social/315305,Backlinks for caldea.com,az.nexcesscdh.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-18,2025-11-18,
0,0,https://ja.maosibuku.com/social/315305,Backlinks for caldea.com,ja.maosibuku.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://id.storyslider.net/social/315305,Backlinks for caldea.com,id.storyslider.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-19,2025-11-19,
0,0,https://fi.darmowe-liczniki.net/social/315305,Backlinks for caldea.com,fi.darmowe-liczniki.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-12,2025-11-12,
0,0,https://hr.moon-phases.info/social/315305,Backlinks for caldea.com,hr.moon-phases.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-13,2025-11-13,
0,0,https://ko.greenfrogweb.com/social/315305,Backlinks for caldea.com,ko.greenfrogweb.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-18,2025-11-18,
0,0,https://sl.atlusgame.com/social/315305,Backlinks for caldea.com,sl.atlusgame.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-20,2025-11-20,
0,0,https://hy.wtastats.com/social/315305,Backlinks for caldea.com,hy.wtastats.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-11,2025-11-11,
0,0,https://vi.twelveddtwo.net/social/315305,Backlinks for caldea.com,vi.twelveddtwo.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-13,2025-11-13,
0,0,https://id.gredinatib.info/social/315305,Backlinks for caldea.com,id.gredinatib.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-02,2025-11-02,
0,0,https://ms.darmowe-liczniki.info/social/315305,Backlinks for caldea.com,ms.darmowe-liczniki.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://pa.wpplus-stats.info/social/315305,Backlinks for caldea.com,pa.wpplus-stats.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://hr.listablogs.info/social/315305,Backlinks for caldea.com,hr.listablogs.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-12,2025-11-12,
0,0,https://hu.kaokireinavi-tower.com/social/315305,Backlinks for caldea.com,hu.kaokireinavi-tower.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-18,2025-11-18,
0,0,https://uk.ad-traffic.net/social/315305,Backlinks for caldea.com,uk.ad-traffic.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://zh-.av-car.info/social/315305,Backlinks for caldea.com,zh-.av-car.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-13,2025-11-13,
0,0,https://sw.rydresa.info/social/315305,Backlinks for caldea.com,sw.rydresa.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-25,2025-11-25,
0,0,https://zh-tw.zearful.info/social/315305,Backlinks for caldea.com,zh-tw.zearful.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-19,2025-11-19,
2,0,https://almassutemenyek.miez.info/social/315305,Backlinks for caldea.com,almassutemenyek.miez.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-16,2025-11-16,
0,0,https://it.bip-count.info/social/315305,Backlinks for caldea.com,it.bip-count.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-20,2025-11-20,
0,0,https://da.qaadv.com/social/315305,Backlinks for caldea.com,da.qaadv.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://id.kenhsms.net/social/315305,Backlinks for caldea.com,id.kenhsms.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-16,2025-11-16,
0,0,https://be.aribum.com/social/315305,Backlinks for caldea.com,be.aribum.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-16,2025-11-16,
0,0,https://da.reate.info/social/315305,Backlinks for caldea.com,da.reate.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://cs.mobil-content.info/social/315305,Backlinks for caldea.com,cs.mobil-content.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-12,2025-11-12,
0,0,https://tg.glumifo.info/social/315305,Backlinks for caldea.com,tg.glumifo.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-10,2025-11-10,
0,0,https://es.oruest.info/social/315305,Backlinks for caldea.com,es.oruest.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://hu.blogoholic.info/social/315305,Backlinks for caldea.com,hu.blogoholic.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-16,2025-11-16,
0,0,https://is.glumifo.info/social/315305,Backlinks for caldea.com,is.glumifo.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-12,2025-11-12,
0,0,https://de.slinadu.info/social/315305,Backlinks for caldea.com,de.slinadu.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-01,2025-11-01,
0,0,https://sq.clssecure.net/social/315305,Backlinks for caldea.com,sq.clssecure.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-12,2025-11-12,
0,0,https://lb.darmowe-liczniki.net/social/315305,Backlinks for caldea.com,lb.darmowe-liczniki.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://be.dcount.net/social/315305,Backlinks for caldea.com,be.dcount.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-24,2025-11-24,
0,0,https://be.new3.info/social/315305,Backlinks for caldea.com,be.new3.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://el.stathub.org/social/315305,Backlinks for caldea.com,el.stathub.org,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://ms.webstudiolines.com/social/315305,Backlinks for caldea.com,ms.webstudiolines.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-18,2025-11-18,
0,0,https://bg.hippocounter.info/social/315305,Backlinks for caldea.com,bg.hippocounter.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://lt.adminwebads.com/social/315305,Backlinks for caldea.com,lt.adminwebads.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-13,2025-11-13,
0,0,https://tg.searchss.info/social/315305,Backlinks for caldea.com,tg.searchss.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-13,2025-11-13,
0,0,https://hr.salea-hotel-pornic.com/social/315305,Backlinks for caldea.com,hr.salea-hotel-pornic.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-13,2025-11-13,
0,0,https://ko.blogparts1.com/social/315305,Backlinks for caldea.com,ko.blogparts1.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-19,2025-11-19,
0,0,https://sl.senangterus.info/social/315305,Backlinks for caldea.com,sl.senangterus.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-10,2025-11-10,
0,0,https://zh-tw.ytonu.info/social/315305,Backlinks for caldea.com,zh-tw.ytonu.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-08,2025-11-08,
0,0,https://hu.pushem.org/social/315305,Backlinks for caldea.com,hu.pushem.org,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://bg.yzewa.info/social/315305,Backlinks for caldea.com,bg.yzewa.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-03,2025-11-03,
0,0,https://pa.salea-hotel-pornic.com/social/315305,Backlinks for caldea.com,pa.salea-hotel-pornic.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-18,2025-11-18,
0,0,https://da.torontographicwebdesigner.com/social/315305,Backlinks for caldea.com,da.torontographicwebdesigner.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-20,2025-11-20,
0,0,https://zh-.knkqjmjyxzev.info/social/315305,Backlinks for caldea.com,zh-.knkqjmjyxzev.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://ga.bhshop.info/social/315305,Backlinks for caldea.com,ga.bhshop.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://lb.seo-traffic.xyz/social/315305,Backlinks for caldea.com,lb.seo-traffic.xyz,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://da.yzewa.info/social/315305,Backlinks for caldea.com,da.yzewa.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://kk.twoxit.com/social/315305,Backlinks for caldea.com,kk.twoxit.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-18,2025-11-18,
0,0,https://ms.clixinstant.info/social/315305,Backlinks for caldea.com,ms.clixinstant.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://de.darmowe-liczniki.net/social/315305,Backlinks for caldea.com,de.darmowe-liczniki.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://ka.nannohi.info/social/315305,Backlinks for caldea.com,ka.nannohi.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://is.megabr.info/social/315305,Backlinks for caldea.com,is.megabr.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://th.idwebtemplate.com/social/315305,Backlinks for caldea.com,th.idwebtemplate.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-25,2025-11-25,
0,0,https://ur.ziurimtv.info/social/315305,Backlinks for caldea.com,ur.ziurimtv.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://ne.sawasdeeinbox.info/social/315305,Backlinks for caldea.com,ne.sawasdeeinbox.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-02,2025-11-02,
0,0,https://zh-.darmowe-liczniki.net/social/315305,Backlinks for caldea.com,zh-.darmowe-liczniki.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-16,2025-11-16,
0,0,https://ur.popkadesslcode.com/social/315305,Backlinks for caldea.com,ur.popkadesslcode.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-22,2025-11-22,
0,0,https://ro.torontographicwebdesigner.com/social/315305,Backlinks for caldea.com,ro.torontographicwebdesigner.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-20,2025-11-20,
0,0,https://ro.4ucoz.net/social/315305,Backlinks for caldea.com,ro.4ucoz.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-13,2025-11-13,
0,0,https://lb.4ucoz.net/social/315305,Backlinks for caldea.com,lb.4ucoz.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-12,2025-11-12,
0,0,https://sv.nexcesscdh.net/social/315305,Backlinks for caldea.com,sv.nexcesscdh.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://nl.salea-hotel-pornic.com/social/315305,Backlinks for caldea.com,nl.salea-hotel-pornic.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://sr.codigosblog.net/social/315305,Backlinks for caldea.com,sr.codigosblog.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://da.av-car.info/social/315305,Backlinks for caldea.com,da.av-car.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-14,2025-11-14,
0,0,https://zh.maestroweb.net/social/315305,Backlinks for caldea.com,zh.maestroweb.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://ja.profistats.net/social/315305,Backlinks for caldea.com,ja.profistats.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-13,2025-11-13,
0,0,https://th.sharqiyah.info/social/315305,Backlinks for caldea.com,th.sharqiyah.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-19,2025-11-19,
0,0,https://hr.clixinstant.info/social/315305,Backlinks for caldea.com,hr.clixinstant.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-16,2025-11-16,
0,0,https://zh-tw.cs-forever.net/social/315305,Backlinks for caldea.com,zh-tw.cs-forever.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://be.maestroweb.net/social/315305,Backlinks for caldea.com,be.maestroweb.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://da.maks-reklama.com/social/315305,Backlinks for caldea.com,da.maks-reklama.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-16,2025-11-16,
0,0,https://lv.tag-board.org/social/315305,Backlinks for caldea.com,lv.tag-board.org,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-22,2025-11-22,
0,0,https://lv.scoring-lovers.com/social/315305,Backlinks for caldea.com,lv.scoring-lovers.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-11,2025-11-11,
0,0,https://sw.sygejare.info/social/315305,Backlinks for caldea.com,sw.sygejare.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-20,2025-11-20,
0,0,https://ne.fast-rate.info/social/315305,Backlinks for caldea.com,ne.fast-rate.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://pl.iadvert.net/social/315305,Backlinks for caldea.com,pl.iadvert.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-20,2025-11-20,
0,0,https://tr.salagy.org/social/315305,Backlinks for caldea.com,tr.salagy.org,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-12,2025-11-12,
0,0,https://kk.ramsarsms.com/social/315305,Backlinks for caldea.com,kk.ramsarsms.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
2,0,https://my.poponclick.info/social/315305,Backlinks for caldea.com,my.poponclick.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://he.callibri.org/social/315305,Backlinks for caldea.com,he.callibri.org,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-20,2025-11-20,
0,0,https://ig.vnurl.info/social/315305,Backlinks for caldea.com,ig.vnurl.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-15,2025-11-15,
0,0,https://my.twelveddtwo.net/social/315305,Backlinks for caldea.com,my.twelveddtwo.net,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://lt.webstudiolines.com/social/315305,Backlinks for caldea.com,lt.webstudiolines.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-19,2025-11-19,
0,0,https://lb.myreklama.org/social/315305,Backlinks for caldea.com,lb.myreklama.org,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-18,2025-11-18,
0,0,https://ne.popkadesslcode.com/social/315305,Backlinks for caldea.com,ne.popkadesslcode.com,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-17,2025-11-17,
0,0,https://km.zearful.info/social/315305,Backlinks for caldea.com,km.zearful.info,https://caldea.com/,Backlinks for caldea.com,compound,a,false,86,2025-11-16,2025-11-16,
