Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
roc del quer,82,82,260,20,0.00,https://www.caldea.com/en/premium/puente-tibetano-y-mirador-del-roc-del-quer,0,0,0.00,0.01,10,"[44,35,35,28,28,18,23,100,44,44,66,100]",2025-11-14,"Local pack, Image pack, Video, Image, Video Carousel, People also ask, Related searches",commercial,Organic
caliceo tours,35,35,90,27,0.00,https://www.caldea.com/,0,0,0.00,0,5790,"[9,52,52,52,100,52,52,33,33,9,23,33]",2025-12-19,"Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
caleido,88,88,260,19,0.25,https://www.caldea.com/,0,0,0.00,0.86,752000,"[7,26,9,5,9,9,32,21,17,72,39,100]",2026-01-05,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
hotel andorre ski,52,52,140,17,0.47,https://www.caldea.com/fr/,0,0,0.00,0.83,985000,"[11,20,20,8,3,1,1,0,2,3,11,7]",2025-12-25,"Video, Image, Ads bottom, Hotels Pack, People also ask, Related searches",commercial,Organic
pont tibetain,16,16,210,19,0.39,https://www.caldea.com/fr/classic/spa-pont-tibetain-canillo,0,0,0.00,0.01,79700,"[29,23,15,10,7,10,10,15,29,29,54,67]",2025-12-05,"Local pack, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos",commercial,Organic
hotel spa ax les thermes,69,69,260,11,0.30,https://www.caldea.com/fr/,0,0,0.00,0.84,181000,"[16,20,16,36,36,30,13,16,10,5,10,10]",2025-11-28,"Image, Ads bottom, Hotels Pack, Related searches",commercial,Organic
hotel spa ax les thermes,75,75,260,11,0.30,https://www.caldea.com/fr/,0,0,0.00,0.84,181000,"[16,20,16,36,36,30,13,16,10,5,10,10]",2025-11-28,"Image, Ads bottom, Hotels Pack, Related searches",commercial,Organic
the ayurveda experience avis,74,74,880,24,0.27,https://www.caldea.com/,0,0,0.00,1,379000,"[55,45,36,36,45,45,55,81,81,62,55,55]",2025-12-13,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,Organic
magasin a andorre,28,28,90,15,0.00,https://www.caldea.com/blog/shopping-andorre-recommandations-boutiques/?lang=fr,0,0,0.00,0.03,4090000,"[5,3,3,16,3,5,5,5,8,16,3,5]",2025-12-28,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
qu'est ce que le shiatsu,34,34,110,33,0.00,https://www.caldea.com/blog/shiatsu-massage-benefices/?lang=fr,0,0,0.00,0,2120000,"[66,100,42,66,33,23,14,9,52,42,80,52]",2026-01-27,"Sitelinks, Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
activité andorre,27,27,320,25,0.16,https://www.caldea.com/fr/offre-activites-loisir,0,0,0.00,0.38,6210000,"[36,54,44,36,44,29,29,19,23,19,66,100]",2025-12-19,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
spa mas de pierre,88,88,110,22,0.07,https://www.caldea.com/ofertas,0,0,0.00,0.58,7100000,"[34,42,42,53,53,53,42,26,42,34,42,34]",2025-11-30,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
andorre spa caldea,12,12,590,38,0.25,https://www.caldea.com/en/,0,0,0.00,0.4,242000,"[13,53,5,5,8,13,24,10,2,1,3,0]",2026-02-03,"Knowledge panel, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches, Short videos",navigational,Organic
spa pas de la casa,27,27,50,8,0.51,https://www.caldea.com/en/,0,0,0.00,0.49,37800000,"[100,100,100,100,18,18,18,18,18,18,18,18]",2026-01-24,"Video, Image, Hotels Pack, Related searches",transactional,Organic
spa pas de la casa,35,35,50,8,0.51,https://www.caldea.com/fr/classic,0,0,0.00,0.49,37800000,"[100,100,100,100,18,18,18,18,18,18,18,18]",2026-01-24,"Video, Image, Hotels Pack, Related searches",transactional,Organic
spa pas de la casa,84,84,50,8,0.51,https://www.caldea.com/,0,0,0.00,0.49,37800000,"[100,100,100,100,18,18,18,18,18,18,18,18]",2026-01-24,"Video, Image, Hotels Pack, Related searches",transactional,Organic
andorre activités,12,12,170,24,0.23,https://www.caldea.com/fr/offre-activites-loisir,0,0,0.00,0.45,6800000,"[36,36,12,9,19,23,19,44,29,6,12,12]",2026-01-18,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
andorre activités,27,27,170,24,0.23,https://www.caldea.com/fr/quoi-faire-andorre,0,0,0.00,0.45,6800000,"[36,36,12,9,19,23,19,44,29,6,12,12]",2026-01-18,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
chaude aigues thermes,83,83,70,19,0.22,https://www.caldea.com/,0,0,0.00,0.24,10900,"[0,100,50,64,28,28,21,100,35,64,14,64]",2026-01-02,"Knowledge panel, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",navigational,Organic
hotel andorre la vieille centre ville,58,58,320,28,0.56,https://www.caldea.com/,0,0,0.00,1,379000,"[54,100,66,66,81,66,66,54,43,54,100,100]",2025-12-10,"Sitelinks, Video, Image, Ads top, Ads bottom, Hotels Pack, People also ask, Related searches",commercial,Organic
hotel delfos,74,74,90,13,0.54,https://www.caldea.com/classic/promo-spa-hotel-delfos-4,0,0,0.00,0.78,598000,"[82,52,41,41,29,29,52,41,41,64,82,52]",2026-01-29,"Video, Image, Ads bottom, Hotels Pack, Related searches","informational, transactional",Organic
gastronomie thailandaise,29,29,110,25,0.00,https://www.caldea.com/blog/ingredients-gastronomie-thailandaise/?lang=fr,0,0,0.00,0.04,20200,"[52,66,80,42,52,52,42,33,42,23,52,42]",2025-12-06,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",Organic
web cam andore,79,79,320,27,0.00,https://www.caldea.com/,0,0,0.00,0,548000,"[0,1,0,100,1,0,0,0,0,0,0,0]",2025-12-30,"Sitelinks, Video, Image, Related searches",navigational,Organic
thalasso andorre la vieille,15,15,140,17,0.46,https://www.caldea.com/,0,0,0.00,0.96,5910,"[34,43,53,43,43,43,34,43,28,21,53,43]",2025-12-06,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",commercial,Organic
thalasso andorre la vieille,26,26,140,17,0.46,https://www.caldea.com/fr/classic,0,0,0.00,0.96,5910,"[34,43,53,43,43,43,34,43,28,21,53,43]",2025-12-06,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",commercial,Organic
thalasso andorre la vieille,42,42,140,17,0.46,https://www.caldea.com/fr/offre-hotel-andorre,0,0,0.00,0.96,5910,"[34,43,53,43,43,43,34,43,28,21,53,43]",2025-12-06,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",commercial,Organic
thalasso andorre la vieille,55,55,140,17,0.46,https://www.caldea.com/fr/entrees,0,0,0.00,0.96,5910,"[34,43,53,43,43,43,34,43,28,21,53,43]",2025-12-06,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",commercial,Organic
thalasso andorre la vieille,65,65,140,17,0.46,https://www.caldea.com/fr/couple,0,0,0.00,0.96,5910,"[34,43,53,43,43,43,34,43,28,21,53,43]",2025-12-06,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",commercial,Organic
thalasso andorre la vieille,89,89,140,17,0.46,https://www.caldea.com/fr/premium,0,0,0.00,0.96,5910,"[34,43,53,43,43,43,34,43,28,21,53,43]",2025-12-06,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",commercial,Organic
thalasso andorre la vieille,94,94,140,17,0.46,https://www.caldea.com/fr/notre-spa,0,0,0.00,0.96,5910,"[34,43,53,43,43,43,34,43,28,21,53,43]",2025-12-06,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",commercial,Organic
thalasso andorre la vieille,99,99,140,17,0.46,https://www.caldea.com/fr/familles,0,0,0.00,0.96,5910,"[34,43,53,43,43,43,34,43,28,21,53,43]",2025-12-06,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",commercial,Organic
webcam soldeu grandvalira,68,68,90,19,0.00,https://www.caldea.com/,0,0,0.00,0.33,9980,"[6,28,81,65,53,65,9,6,6,6,6,6]",2025-12-24,"Video, Image, People also ask, Related searches",informational,Organic
webcam andorre la vieille,46,46,390,19,0.00,https://www.caldea.com/,0,0,0.00,0,8830,"[100,48,48,72,32,0,17,7,17,14,9,88]",2026-01-27,"Video, Image, Related searches",informational,Organic
andorra soldeu webcam,76,76,90,20,0.00,https://www.caldea.com/,0,0,0.00,0,230000,"[5,5,23,53,53,28,43,23,5,5,5,5]",2025-12-16,"Video, Image, Related searches","commercial, informational",Organic
ce kalidea,48,48,140,25,0.00,https://www.caldea.com/fr/,0,0,0.00,0.01,7960,"[23,29,36,36,23,15,15,15,15,15,15,15]",2025-12-01,"Knowledge panel, Sitelinks, People also ask, Related searches","navigational, transactional",Organic
ce kalidea,52,52,140,25,0.00,https://www.caldea.com/fr/,0,0,0.00,0.01,7960,"[23,29,36,36,23,15,15,15,15,15,15,15]",2025-12-01,"Knowledge panel, Sitelinks, People also ask, Related searches","navigational, transactional",Organic
caldera spas,49,49,320,24,1.54,https://www.caldea.com/,0,0,0.00,0.97,1860000,"[36,54,36,44,54,5,44,67,12,44,12,7]",2026-02-02,"Local pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, See results about",navigational,Organic
caldera spas,76,76,320,24,1.54,https://www.caldea.com/entradas,0,0,0.00,0.97,1860000,"[36,54,36,44,54,5,44,67,12,44,12,7]",2026-02-02,"Local pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, See results about",navigational,Organic
spa classics,78,78,320,29,0.00,https://www.caldea.com/entradas,0,0,0.00,0,313000000,"[8,10,6,10,45,100,6,6,0,6,8,8]",2026-01-27,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
andorra shopping festival 2024,49,49,70,6,0.00,https://www.caldea.com/blog/andorra-shopping-festival/?lang=fr,0,0,0.00,0,2630000,"[52,100,100,9,9,9,9,9,9,9,9,0]",2025-12-08,"Video, Related searches",informational,Organic
l eau thermale,58,58,140,36,0.00,https://www.caldea.com/fr/,0,0,0.00,0.56,15800000,"[52,33,100,42,52,66,80,66,80,66,80,33]",2025-11-30,"Local pack, Video, Featured snippet, People also ask, Related searches",informational,Organic
l eau thermale,65,65,140,36,0.00,https://www.caldea.com/fr/,0,0,0.00,0.56,15800000,"[52,33,100,42,52,66,80,66,80,66,80,33]",2025-11-30,"Local pack, Video, Featured snippet, People also ask, Related searches",informational,Organic
andorre espagne magasin,26,26,70,9,0.00,https://www.caldea.com/blog/shopping-andorre-recommandations-boutiques/?lang=fr,0,0,0.00,0.04,3390000,"[26,26,19,19,19,34,19,19,53,65,26,34]",2025-12-29,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",commercial,Organic
webcam calpé,68,68,70,24,0.00,https://www.caldea.com/,0,0,0.00,0,452000,"[82,82,11,5,5,5,5,29,11,52,82,82]",2025-12-16,"Image, Related searches","commercial, informational",Organic
andorre magasin,62,62,1300,17,0.41,https://www.caldea.com/blog/shopping-andorre-recommandations-boutiques/?lang=fr,0,0,0.00,0.03,3740000,"[44,44,36,27,24,8,13,24,36,24,52,66]",2025-11-26,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
balnea avis,69,69,110,25,0.00,https://www.caldea.com/,0,0,0.00,0,38700,"[15,19,23,19,12,9,9,9,23,9,9,9]",2026-01-30,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
bienfait eau froide,65,65,50,19,0.00,https://www.caldea.com/blog/benefices-eau-froide/?lang=fr,0,0,0.00,0.01,1350000,"[50,50,50,50,50,35,50,50,78,14,28,21]",2026-02-02,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
massage calicéo,86,86,50,49,0.60,https://www.caldea.com/,0,0,0.00,0.18,25500,"[100,100,100,18,18,18,63,45,36,45,18,18]",2025-12-30,"Local pack, Sitelinks, Video, Image, Related searches","navigational, transactional",Organic
andorre la vielle,48,48,590,25,0.83,https://www.caldea.com/fr/,0,0,0.00,0.07,1730000,"[4,5,5,4,16,5,10,80,10,10,16,36]",2025-12-07,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
andorre la vielle,50,50,590,25,0.83,https://www.caldea.com/fr/,0,0,0.00,0.07,1730000,"[4,5,5,4,16,5,10,80,10,10,16,36]",2025-12-07,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
prix des forfaits au pas de la case,61,61,70,17,0.09,https://www.caldea.com/blog/forfait-grandvalira-entree-spa/?lang=fr,0,0,0.00,0.18,5600000,"[23,36,9,1,6,2,1,4,5,5,9,5]",2026-01-03,"Image, Ads bottom, People also ask, Related searches",navigational,Organic
chaudes aigues cure,85,85,140,19,0.14,https://www.caldea.com/,0,0,0.00,0.28,113000,"[34,53,53,65,80,65,53,53,80,53,53,34]",2026-01-06,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
calella webcam,47,47,50,10,0.00,https://www.caldea.com/,0,0,0.00,0.33,343000,"[18,18,18,18,100,100,18,100,100,18,18,18]",2026-01-29,"Image, Related searches",informational,Organic
calella webcam,51,51,50,10,0.00,https://www.caldea.com/,0,0,0.00,0.33,343000,"[18,18,18,18,100,100,18,100,100,18,18,18]",2026-01-29,"Image, Related searches",informational,Organic
arinsal andorra webcam,71,71,50,28,0.00,https://www.caldea.com/,0,0,0.00,0.33,29300,"[18,100,100,100,100,18,18,18,18,18,18,18]",2025-12-30,"Sitelinks, Image, Related searches",informational,Organic
hotel spa andorre la vieille,88,88,480,13,0.39,https://www.caldea.com/fr/offre-hotel-andorre,0,0,0.00,0.97,184000,"[67,100,54,44,29,23,29,36,54,54,81,54]",2026-01-19,"Image, Hotels Pack, Related searches",commercial,Organic
calicéo avis,76,76,1600,22,0.00,https://www.caldea.com/fr/,0,0,0.00,0,17500,"[36,36,44,36,36,36,36,44,52,52,36,36]",2026-01-01,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
andorre la vieille boutique,40,40,320,13,0.50,https://www.caldea.com/blog/shopping-andorre-recommandations-boutiques/?lang=fr,0,0,0.00,0.05,351000,"[81,44,66,66,54,54,54,54,81,54,35,66]",2025-10-01,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
atrapalo hoteles,39,39,110,42,0.46,https://www.caldea.com/,0,0,0.00,0.24,528000,"[33,23,23,42,66,42,52,66,66,52,52,42]",2026-01-31,"Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",navigational,Organic
hotel a calella,86,86,90,14,0.45,https://www.caldea.com/,0,0,0.00,0.75,3340000,"[12,28,21,21,15,21,28,53,53,34,28,28]",2026-01-27,"Video, Image, Hotels Pack, People also ask, Related searches",transactional,Organic
grau roig hotel,69,69,390,33,0.38,https://www.caldea.com/ofertas,0,0,0.00,0.57,508000,"[10,81,100,67,36,29,15,23,29,67,36,36]",2025-12-29,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
sources chaudes ax les thermes,65,65,70,,0.00,https://www.caldea.com/fr/,0,0,0.00,0.01,56400,"[9,42,33,42,23,23,23,19,52,52,23,33]",2025-12-31,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","commercial, informational",Organic
novotel cerca de mi,28,28,320,47,0.00,https://www.caldea.com/ofertas-caldea-hotel,0,0,0.00,0.07,2150000,"[35,29,35,54,81,66,81,100,100,100,66,81]",2026-01-05,"Sitelinks, Image, Hotels Pack, People also ask, Related searches","informational, transactional",Organic
restaurant siam,31,31,170,31,0.00,https://www.caldea.com/fr/siam-shiki-restaurant,0,0,0.00,0.01,21300000,"[28,28,28,0,35,28,44,23,23,28,28,44]",2025-11-28,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
spar coray,53,53,320,26,0.00,https://www.caldea.com/,0,0,0.00,0,3240,"[81,54,54,54,81,81,66,66,43,81,43,66]",2026-01-31,"Knowledge panel, Image pack, Image, People also ask, Related searches",informational,Organic
gommage sothys,92,92,50,17,0.24,https://www.caldea.com/nuestro-spa,0,0,0.00,1,242000,"[18,18,18,81,63,63,63,63,63,63,63,63]",2025-11-29,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
que voir a andorre,19,19,50,28,0.76,https://www.caldea.com/fr/andorra,0,0,0.00,0.17,22300000,"[14,28,28,28,28,35,28,78,78,28,14,14]",2026-01-25,"Video, Image, People also ask, Related searches, Short videos",informational,Organic
hôtel à andorre,75,75,1600,25,0.77,https://www.caldea.com/,0,0,0.00,0.94,2370000,"[29,13,13,10,4,13,4,24,29,24,19,10]",2025-12-19,"Video, Image, Ads bottom, Hotels Pack, People also ask, Related searches",commercial,Organic
mola photos,40,40,260,29,0.00,https://www.caldea.com/fr/,0,0,0.00,0,18800000,"[1,1,1,1,1,3,100,36,13,10,8,8]",2025-12-27,"Image pack, Video, Image, People also ask",informational,Organic
mola photos,85,85,260,29,0.00,https://www.caldea.com/,0,0,0.00,0,18800000,"[1,1,1,1,1,3,100,36,13,10,8,8]",2025-12-27,"Image pack, Video, Image, People also ask",informational,Organic
bain froid bienfaits,46,46,390,19,0.30,https://www.caldea.com/blog/benefices-eau-froide/?lang=fr,0,0,0.00,0.99,4950000,"[66,100,66,66,44,35,54,81,81,54,54,66]",2026-01-28,"Sitelinks, Featured snippet, People also ask, Related searches",informational,Organic
webcam ordino,74,74,140,14,0.00,https://www.caldea.com/,0,0,0.00,0,130000,"[7,4,5,5,3,1,0,0,0,0,1,3]",2026-01-15,"Video, Image, Related searches","commercial, informational",Organic
caldea avis,12,12,70,16,0.00,https://www.caldea.com/fr/premium,0,0,0.00,0.01,32800,"[9,9,7,7,5,4,5,9,11,7,7,9]",2026-01-29,"Knowledge panel, Image pack, Video, Ads bottom, People also ask, Related searches",informational,Organic
caldea avis,14,14,70,16,0.00,https://www.caldea.com/fr/,0,0,0.00,0.01,32800,"[9,9,7,7,5,4,5,9,11,7,7,9]",2026-01-29,"Knowledge panel, Image pack, Video, Ads bottom, People also ask, Related searches",informational,Organic
caldea avis,21,21,70,16,0.00,https://www.caldea.com/,0,0,0.00,0.01,32800,"[9,9,7,7,5,4,5,9,11,7,7,9]",2026-01-29,"Knowledge panel, Image pack, Video, Ads bottom, People also ask, Related searches",informational,Organic
caldea avis,41,41,70,16,0.00,https://www.caldea.com/fr/classic,0,0,0.00,0.01,32800,"[9,9,7,7,5,4,5,9,11,7,7,9]",2026-01-29,"Knowledge panel, Image pack, Video, Ads bottom, People also ask, Related searches",informational,Organic
spa nu,59,59,90,23,0.00,https://www.caldea.com/fr/premium,0,0,0.00,0.02,158000000,"[41,52,41,64,52,64,29,41,29,41,52,82]",2025-11-29,"Sitelinks, Video, Video Carousel, People also ask","commercial, informational",Organic
pont canillo,25,25,90,21,0.00,https://www.caldea.com/fr/classic/spa-pont-tibetain-canillo,0,0,0.00,0.02,258000,"[14,4,6,8,4,66,18,10,14,54,8,14]",2026-01-02,"Local pack, Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
pont canillo,37,37,90,21,0.00,https://www.caldea.com/blog/pont-tibetain/?lang=fr,0,0,0.00,0.02,258000,"[14,4,6,8,4,66,18,10,14,54,8,14]",2026-01-02,"Local pack, Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
thalasso catalogne espagne,79,79,50,18,0.59,https://www.caldea.com/fr/,0,0,0.00,1,37400,"[45,45,63,45,63,36,18,18,27,63,18,100]",2025-12-26,"Local pack, Video, Image, Ads bottom, People also ask, Related searches",commercial,Organic
entree espagnole,68,68,140,19,0.00,https://www.caldea.com/fr/,0,0,0.00,0,2820000,"[5,4,17,100,7,7,7,4,5,3,9,9]",2025-12-27,"Sitelinks, Video, Image, People also ask, Recipes, Related searches",informational,Organic
hôtel pas de la case pas cher,78,78,210,27,0.35,https://www.caldea.com/fr/,0,0,0.00,0.9,3420000,"[29,23,29,19,29,36,15,10,5,12,23,44]",2025-11-28,"Sitelinks, Image, Ads bottom, Hotels Pack, People also ask, Related searches",commercial,Organic
nocturnes caliceo,50,50,210,22,0.00,https://www.caldea.com/fr/,0,0,0.00,0,10700,"[81,81,100,65,53,43,43,34,34,43,53,53]",2025-12-25,"Local pack, Sitelinks, Video, Related searches","navigational, transactional",Organic
caldea groupon,5,5,50,18,0.26,https://www.caldea.com/fr/promotions,0,0,0.00,0.99,2640,"[28,34,15,21,15,9,9,9,6,6,9,9]",2025-12-20,"Image, Ads bottom, People also ask, Related searches","navigational, transactional",Organic
caldea groupon,9,9,50,18,0.26,https://www.caldea.com/fr/faq-caldea,0,0,0.00,0.99,2640,"[28,34,15,21,15,9,9,9,6,6,9,9]",2025-12-20,"Image, Ads bottom, People also ask, Related searches","navigational, transactional",People also ask
caldea groupon,19,19,50,18,0.26,https://www.caldea.com/ofertas,0,0,0.00,0.99,2640,"[28,34,15,21,15,9,9,9,6,6,9,9]",2025-12-20,"Image, Ads bottom, People also ask, Related searches","navigational, transactional",Organic
caldea groupon,29,29,50,18,0.26,https://www.caldea.com/fr/cheque-cadeaux,0,0,0.00,0.99,2640,"[28,34,15,21,15,9,9,9,6,6,9,9]",2025-12-20,"Image, Ads bottom, People also ask, Related searches","navigational, transactional",Organic
caldea groupon,32,32,50,18,0.26,https://www.caldea.com/fr/cheque-cadeaux,0,0,0.00,0.99,2640,"[28,34,15,21,15,9,9,9,6,6,9,9]",2025-12-20,"Image, Ads bottom, People also ask, Related searches","navigational, transactional",Organic
caldea groupon,36,36,50,18,0.26,https://www.caldea.com/,0,0,0.00,0.99,2640,"[28,34,15,21,15,9,9,9,6,6,9,9]",2025-12-20,"Image, Ads bottom, People also ask, Related searches","navigational, transactional",Organic
caldea groupon,40,40,50,18,0.26,https://www.caldea.com/en/discounts,0,0,0.00,0.99,2640,"[28,34,15,21,15,9,9,9,6,6,9,9]",2025-12-20,"Image, Ads bottom, People also ask, Related searches","navigational, transactional",Organic
hotel andorre piscine,12,12,70,16,0.51,https://www.caldea.com/fr/,0,0,0.00,0.95,220000,"[12,15,21,21,21,21,15,15,15,28,34,53]",2025-12-04,"Sitelinks, Video, Image, Ads bottom, Hotels Pack, Related searches",commercial,Organic
hotel andorre piscine,76,76,70,16,0.51,https://www.caldea.com/,0,0,0.00,0.95,220000,"[12,15,21,21,21,21,15,15,15,28,34,53]",2025-12-04,"Sitelinks, Video, Image, Ads bottom, Hotels Pack, Related searches",commercial,Organic
hibernation festival 2025,21,21,320,,0.00,https://www.caldea.com/fr/spa-festival-hibernation-andorre,0,0,0.00,0,1660000,"[45,100,55,30,1,1,1,1,1,1,1,1]",2026-01-06,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
hotel à andorre la vieille,35,35,140,22,0.53,https://www.caldea.com/fr/,0,0,0.00,1,238000,"[2,2,100,10,3,29,12,2,7,5,5,23]",2025-12-25,"Sitelinks, Image, Ads top, Ads bottom, Hotels Pack, People also ask, Related searches",commercial,Organic
caldea,29,29,9900,29,0.25,https://www.caldea.com/en/,0,0,0.00,0.29,1030000,"[81,81,66,54,44,36,29,54,54,44,54,54]",2026-02-01,"Knowledge panel, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches, Short videos",navigational,Organic
caldea,41,41,9900,29,0.25,https://www.caldea.com/en/book-now,0,0,0.00,0.29,1030000,"[81,81,66,54,44,36,29,54,54,44,54,54]",2026-02-01,"Knowledge panel, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches, Short videos",navigational,Organic
caldea,49,49,9900,29,0.25,https://www.caldea.com/en/book-now,0,0,0.00,0.29,1030000,"[81,81,66,54,44,36,29,54,54,44,54,54]",2026-02-01,"Knowledge panel, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches, Short videos",navigational,Organic
caldea,58,58,9900,29,0.25,https://www.caldea.com/en/entries,0,0,0.00,0.29,1030000,"[81,81,66,54,44,36,29,54,54,44,54,54]",2026-02-01,"Knowledge panel, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches, Short videos",navigational,Organic
caldea,68,68,9900,29,0.25,https://www.caldea.com/entrada-premium,0,0,0.00,0.29,1030000,"[81,81,66,54,44,36,29,54,54,44,54,54]",2026-02-01,"Knowledge panel, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches, Short videos",navigational,Organic
caldea,73,73,9900,29,0.25,https://www.caldea.com/nuestro-spa,0,0,0.00,0.29,1030000,"[81,81,66,54,44,36,29,54,54,44,54,54]",2026-02-01,"Knowledge panel, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches, Short videos",navigational,Organic
caldea,78,78,9900,29,0.25,https://www.caldea.com/entrada-premium,0,0,0.00,0.29,1030000,"[81,81,66,54,44,36,29,54,54,44,54,54]",2026-02-01,"Knowledge panel, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches, Short videos",navigational,Organic
caldea,83,83,9900,29,0.25,https://www.caldea.com/entradas-plus,0,0,0.00,0.29,1030000,"[81,81,66,54,44,36,29,54,54,44,54,54]",2026-02-01,"Knowledge panel, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches, Short videos",navigational,Organic
caldea,92,92,9900,29,0.25,https://www.caldea.com/reserva-ahora,0,0,0.00,0.29,1030000,"[81,81,66,54,44,36,29,54,54,44,54,54]",2026-02-01,"Knowledge panel, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches, Short videos",navigational,Organic
андора,75,75,480,62,0.74,https://www.caldea.com/,0,0,0.00,0.01,914000,"[2,37,8,0,52,11,16,52,46,20,37,11]",2025-12-06,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
андора,83,83,480,62,0.74,https://www.caldea.com/,0,0,0.00,0.01,914000,"[2,37,8,0,52,11,16,52,46,20,37,11]",2025-12-06,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
hotel arinsal andorre,85,85,50,20,0.77,https://www.caldea.com/,0,0,0.00,0.61,200000,"[2,2,2,2,1,1,2,2,3,5,2,2]",2025-12-28,"Video, Image, Ads bottom, Hotels Pack, People also ask, Related searches",commercial,Organic
caldea inuu,2,2,110,20,0.33,https://www.caldea.com/fr/faq-caldea,0,0,0.00,0.19,12300,"[43,53,35,35,23,23,12,12,23,23,28,35]",2025-12-25,"Knowledge panel, Video, People also ask, Related searches","informational, transactional",People also ask
caldea inuu,5,5,110,20,0.33,https://www.caldea.com/blog/inuu/?lang=fr,0,0,0.00,0.19,12300,"[43,53,35,35,23,23,12,12,23,23,28,35]",2025-12-25,"Knowledge panel, Video, People also ask, Related searches","informational, transactional",Organic
caldea inuu,7,7,110,20,0.33,https://www.caldea.com/fr/inuu/escapade-hotel-andorre,0,0,0.00,0.19,12300,"[43,53,35,35,23,23,12,12,23,23,28,35]",2025-12-25,"Knowledge panel, Video, People also ask, Related searches","informational, transactional",Organic
caldea inuu,10,10,110,20,0.33,https://www.caldea.com/,0,0,0.00,0.19,12300,"[43,53,35,35,23,23,12,12,23,23,28,35]",2025-12-25,"Knowledge panel, Video, People also ask, Related searches","informational, transactional",Organic
caldea inuu,13,13,110,20,0.33,https://www.caldea.com/fr/premium/entree-spa-prive,0,0,0.00,0.19,12300,"[43,53,35,35,23,23,12,12,23,23,28,35]",2025-12-25,"Knowledge panel, Video, People also ask, Related searches","informational, transactional",Organic
