Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
andorra aguas termales,3,3,210,28,0.13,https://www.caldea.com/en/thermal-water,0,0,0.00,0.83,294000,"[53,66,35,28,35,43,23,82,43,100,35,100]",2026-01-06,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",People also ask
andorra aguas termales,4,4,210,28,0.13,https://www.caldea.com/blog/beneficios-agua-termal-caldea/,0,0,0.00,0.83,294000,"[53,66,35,28,35,43,23,82,43,100,35,100]",2026-01-06,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Image pack
andorra aguas termales,17,17,210,28,0.13,https://www.caldea.com/nuestro-spa,0,0,0.00,0.83,294000,"[53,66,35,28,35,43,23,82,43,100,35,100]",2026-01-06,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
andorra aguas termales,34,34,210,28,0.13,https://www.caldea.com/que-es-caldea,0,0,0.00,0.83,294000,"[53,66,35,28,35,43,23,82,43,100,35,100]",2026-01-06,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
andorra aguas termales,55,55,210,28,0.13,https://www.caldea.com/en/,0,0,0.00,0.83,294000,"[53,66,35,28,35,43,23,82,43,100,35,100]",2026-01-06,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
andorra aguas termales,60,60,210,28,0.13,https://www.caldea.com/en/,0,0,0.00,0.83,294000,"[53,66,35,28,35,43,23,82,43,100,35,100]",2026-01-06,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
andorra aguas termales,63,63,210,28,0.13,https://www.caldea.com/entradas,0,0,0.00,0.83,294000,"[53,66,35,28,35,43,23,82,43,100,35,100]",2026-01-06,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
andorra aguas termales,88,88,210,28,0.13,https://www.caldea.com/premium,0,0,0.00,0.83,294000,"[53,66,35,28,35,43,23,82,43,100,35,100]",2026-01-06,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
andorra aguas termales,91,91,210,28,0.13,https://www.caldea.com/premium,0,0,0.00,0.83,294000,"[53,66,35,28,35,43,23,82,43,100,35,100]",2026-01-06,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
grandcalira,91,91,110,43,0.26,https://www.caldea.com/,0,0,0.00,0.32,1030000,"[81,100,4,4,1,0,0,0,0,0,1,4]",2026-01-05,"Local pack, Sitelinks, Video, Image, Related searches, See results about",navigational,Organic
pal arnisal,82,82,260,41,0.24,https://www.caldea.com/ofertas,0,0,0.00,0.29,1010000,"[20,24,62,100,1,0,0,0,1,3,0,4]",2026-01-28,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
parc aquàtic la reserva,31,31,320,28,0.00,https://www.caldea.com/,0,0,0.00,0.05,270000,"[0,0,0,0,1,2,2,6,36,55,100,100]",2025-12-19,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
hoteles con day pass cataluña,84,84,50,8,0.00,https://www.caldea.com/,0,0,0.00,0,217000,"[11,11,11,11,11,11,82,82,82,11,11,0]",2026-01-17,"Video, Image, Hotels Pack, Related searches",informational,Organic
restaurante hotel vela barcelona,61,61,90,32,0.37,https://www.caldea.com/,0,0,0.00,0.47,5720000,"[14,18,10,18,18,18,14,22,22,18,22,22]",2026-01-08,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
water park girona spain,40,40,170,15,0.00,https://www.caldea.com/,0,0,0.00,0.03,3330000,"[3,3,3,11,15,23,66,100,100,15,6,3]",2026-01-07,"Local pack, Video, Image, Related searches",commercial,Organic
targetas regalo,89,89,70,41,0.00,https://www.caldea.com/regala-caldea,0,0,0.00,0,110000000,"[17,17,23,43,17,12,10,10,5,10,28,17]",2025-12-11,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
restaurantes caldas,38,38,390,28,0.00,https://www.caldea.com/,0,0,0.00,0,7400000,"[66,66,54,66,66,66,81,66,81,44,44,44]",2026-01-27,"Local pack, Video, Image, Related searches",commercial,Organic
tiendas andorra la vella,15,15,260,17,0.23,https://www.caldea.com/blog/andorra-compras-recomendaciones-tiendas/,0,0,0.00,0.09,432000,"[44,54,35,35,35,18,66,100,54,28,35,44]",2026-02-02,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
hydro park mallorca,61,61,50,20,0.00,https://www.caldea.com/,0,0,0.00,0.33,19200000,"[6,6,6,6,9,6,43,43,53,9,6,6]",2026-01-03,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",navigational,Organic
restaurant massana girona,34,34,880,32,0.00,https://www.caldea.com/,0,0,0.00,0.01,96100,"[67,100,55,55,55,67,67,67,55,55,55,76]",2026-01-28,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",navigational,Organic
tobogan agua,83,83,140,10,0.00,https://www.caldea.com/,0,0,0.00,0.86,6100000,"[6,5,9,12,19,29,44,66,36,12,5,6]",2026-01-31,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
bar cisne,28,28,140,29,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.03,3180000,"[42,34,53,53,42,53,53,53,42,42,53,100]",2025-12-09,"Local pack, Image pack, Video, Image, Related searches",commercial,Organic
hoteles la seu d urgell,59,59,110,21,0.39,https://www.caldea.com/,0,0,0.00,0.82,280000,"[28,34,15,9,3,21,21,43,65,43,53,65]",2026-01-05,"Video, Image, Ads bottom, Hotels Pack, Related searches","informational, transactional",Organic
hoteles la seu d urgell,61,61,110,21,0.39,https://www.caldea.com/,0,0,0.00,0.82,280000,"[28,34,15,9,3,21,21,43,65,43,53,65]",2026-01-05,"Video, Image, Ads bottom, Hotels Pack, Related searches","informational, transactional",Organic
hotel con aguas termales,20,12,90,40,0.19,https://www.caldea.com/,0,0,0.00,1,12700000,"[66,100,52,42,42,23,19,33,33,42,42,66]",2026-02-05,"Video, Image, Hotels Pack, People also ask, Related searches",transactional,Organic
carné joven canarias descuentos,71,71,40,12,0.00,https://www.caldea.com/,0,0,0.00,0.33,11300,"[23,23,29,17,82,41,23,29,11,11,11,11]",2026-01-18,"Video, People also ask, Related searches",informational,Organic
hoteles 4 estrellas andorra,64,64,140,17,0.42,https://www.caldea.com/oferta-hotel-andorra,0,0,0.00,0.96,967000,"[82,66,53,35,23,23,28,28,28,23,35,28]",2026-01-21,"Sitelinks, Image, Hotels Pack, People also ask, Related searches",transactional,Organic
hotel x horas cerca de mi,40,40,50,9,0.26,https://www.caldea.com/entradas,0,0,0.00,0.84,160000000,"[14,14,21,14,78,28,21,21,100,100,14,14]",2025-12-26,"Sitelinks, Video, Image, Hotels Pack, Related searches",transactional,Organic
hotel x horas cerca de mi,41,41,50,9,0.26,https://www.caldea.com/entradas,0,0,0.00,0.84,160000000,"[14,14,21,14,78,28,21,21,100,100,14,14]",2025-12-26,"Sitelinks, Video, Image, Hotels Pack, Related searches",transactional,Organic
regala spa,21,21,90,22,0.54,https://www.caldea.com/regala-caldea,0,0,0.00,1,22400000,"[23,15,23,5,6,12,6,6,9,9,9,12]",2026-01-24,"Local pack, Image pack, Related searches",commercial,Organic
regala spa,70,70,90,22,0.54,https://www.caldea.com/,0,0,0.00,1,22400000,"[23,15,23,5,6,12,6,6,9,9,9,12]",2026-01-24,"Local pack, Image pack, Related searches",commercial,Organic
aceite cbd opiniones,86,86,170,9,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,6220000,"[4,4,8,11,11,11,7,7,3,13,13,13]",2025-12-23,"Video, Related searches",informational,Organic
oxigena,79,79,30,23,0.59,https://www.caldea.com/nuestro-spa,0,0,0.00,0.15,940000,"[0,13,0,1,0,0,0,1,3,2,0,1]",2026-01-09,"Local pack, Sitelinks, Video, People also ask, Related searches","commercial, navigational",Organic
hoteles románticos en andorra,23,23,70,8,0.28,https://www.caldea.com/parejas,0,0,0.00,0.9,171000,"[53,53,53,15,12,6,0,6,6,28,21,12]",2025-12-26,"Video, Image, Hotels Pack, Related searches","informational, transactional",Organic
parque acuatico mas grande de europa,54,54,390,15,0.00,https://www.caldea.com/,0,0,0.00,0,433000,"[17,26,21,32,32,39,59,100,88,32,17,11]",2026-01-27,"Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
spa niñas,68,68,40,8,0.09,https://www.caldea.com/entradas,0,0,0.00,1,32400000,"[7,12,7,10,10,10,7,7,5,10,7,10]",2026-01-21,"Knowledge panel, Image pack, Video, Image, Related searches",informational,Organic
sensorialidad,76,76,1000,22,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.19,225000,"[100,62,81,62,81,62,81,45,45,36,62,62]",2025-12-27,"Knowledge panel, Image pack, Video, People also ask, Related searches",informational,Organic
hoteles para parejas con jacuzzi,54,54,320,17,0.19,https://www.caldea.com/,0,0,0.00,0.98,6960000,"[32,39,32,32,48,48,32,26,26,26,32,39]",2025-12-13,"Image pack, Sitelinks, Video, Image, Hotels Pack, Related searches","informational, transactional",Organic
holiday gym reservar,20,20,70,13,0.00,https://www.caldea.com/,0,0,0.00,0.33,3210000,"[29,22,14,14,18,18,14,18,18,14,10,4]",2025-12-24,"Video, Related searches","navigational, transactional",Organic
buscas pareja entradas,56,56,70,11,0.00,https://www.caldea.com/regala-caldea,0,0,0.00,0.02,9280000,"[42,80,52,33,66,19,23,9,19,9,9,19]",2026-01-01,"Video, Related searches",informational,Organic
piscinas con agua caliente,20,20,210,11,0.26,https://www.caldea.com/nuestro-spa,0,0,0.00,1,12100000,"[0,0,0,0,0,0,0,100,2,0,0,0]",2026-01-18,"Local pack, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",commercial,Organic
piscinas con agua caliente,85,85,210,11,0.26,https://www.caldea.com/,0,0,0.00,1,12100000,"[0,0,0,0,0,0,0,100,2,0,0,0]",2026-01-18,"Local pack, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",commercial,Organic
hoteles centro andorra,19,19,210,21,0.49,https://www.caldea.com/oferta-hotel-andorra,0,0,0.00,1,2370000,"[39,39,7,17,11,7,7,17,17,17,39,48]",2026-01-09,"Video, Image, Hotels Pack, Related searches","informational, transactional",Organic
hoteles centro andorra,89,89,210,21,0.49,https://www.caldea.com/,0,0,0.00,1,2370000,"[39,39,7,17,11,7,7,17,17,17,39,48]",2026-01-09,"Video, Image, Hotels Pack, Related searches","informational, transactional",Organic
que es una sauna,49,49,70,15,0.00,https://www.caldea.com/blog/conoces-los-origenes-y-beneficios-de-la-sauna/,0,0,0.00,0.53,38100000,"[29,29,41,29,29,52,29,41,29,100,41,41]",2025-12-24,"Knowledge panel, Image pack, Video, People also ask, Related searches",informational,Organic
restaurante el niu,49,49,140,,0.00,https://www.caldea.com/entrada-premium,0,0,0.00,0,1430000,"[11,17,17,21,11,7,5,7,11,14,11,14]",2026-01-25,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
rebaixes andorra,25,25,40,8,0.00,https://www.caldea.com/blog/rebaixes-estiu-andorra/?lang=ca,0,0,0.00,0.03,132000,"[28,100,78,14,14,14,14,50,14,14,14,14]",2026-01-01,"Video, Related searches, AI overview",informational,Organic
rebaixes andorra,86,86,40,8,0.00,https://www.caldea.com/blog/rebaixes-hivern-andorra/?lang=ca,0,0,0.00,0.03,132000,"[28,100,78,14,14,14,14,50,14,14,14,14]",2026-01-01,"Video, Related searches, AI overview",informational,Organic
spa para bebe cerca de mi,53,53,90,17,0.00,https://www.caldea.com/entradas,0,0,0.00,0.16,46200000,"[33,52,66,80,42,33,9,42,42,42,33,23]",2026-01-30,"Local pack, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
spa para bebe cerca de mi,71,71,90,17,0.00,https://www.caldea.com/entradas,0,0,0.00,0.16,46200000,"[33,52,66,80,42,33,9,42,42,42,33,23]",2026-01-30,"Local pack, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
centro de spa,19,19,50,29,0.19,https://www.caldea.com/,0,0,0.00,0.66,336000000,"[33,80,42,33,23,33,23,33,9,9,9,9]",2026-01-22,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
mediodías,33,33,1000,31,0.00,https://www.caldea.com/entradas,0,0,0.00,0,423000,"[0,0,0,0,100,100,0,0,0,0,0,81]",2026-02-02,"Instant answer, Image pack, Video, People also ask, Related searches, See results about",informational,Organic
mediodías,80,80,1000,31,0.00,https://www.caldea.com/classic/entrada-spa-3h-mediodia,0,0,0.00,0,423000,"[0,0,0,0,100,100,0,0,0,0,0,81]",2026-02-02,"Instant answer, Image pack, Video, People also ask, Related searches, See results about",informational,Organic
bar restaurante claudio fotos,26,26,170,30,0.00,https://www.caldea.com/,0,0,0.00,0,1810000,"[6,6,6,34,65,65,43,43,65,65,81,100]",2026-01-07,"Knowledge panel, Image pack, Video, Image, Related searches",informational,Organic
talaso,58,58,1300,19,0.08,https://www.caldea.com/,0,0,0.00,0.23,212000,"[44,24,52,44,52,20,36,36,44,36,44,36]",2025-12-05,"Sitelinks, Video, Image, Hotels Pack, Video Carousel, Related searches",navigational,Organic
hoteles entradas,69,69,40,26,0.31,https://www.caldea.com/oferta-hotel-andorra,0,0,0.00,0.33,210000000,"[28,28,21,21,28,9,0,0,0,0,0,6]",2025-12-15,"Sitelinks, Image, People also ask, Related searches",informational,Organic
hoteles entradas,76,76,40,26,0.31,https://www.caldea.com/ofertas-caldea-hotel,0,0,0.00,0.33,210000000,"[28,28,21,21,28,9,0,0,0,0,0,6]",2025-12-15,"Sitelinks, Image, People also ask, Related searches",informational,Organic
ofertas hoteles catalunya con spa,93,93,140,18,0.27,https://www.caldea.com/,0,0,0.00,1,216000,"[100,23,23,23,17,66,66,2,2,0,35,43]",2025-12-11,Related searches,"commercial, informational",Organic
cala romantica restaurant,33,33,50,29,0.00,https://www.caldea.com/,0,0,0.00,0.06,1320000,"[14,14,14,14,14,14,100,100,100,14,14,14]",2026-01-11,"Local pack, Video, Image, Related searches",transactional,Organic
tropical andorra hotel,67,67,30,17,0.29,https://www.caldea.com/nuestro-spa,0,0,0.00,0.22,1640000,"[33,19,19,33,19,4,4,14,19,14,0,14]",2025-12-12,"Knowledge panel, Video, Image",informational,Organic
cala.romantica mallorca,83,83,70,16,0.63,https://www.caldea.com/,0,0,0.00,0.05,367000,"[0,66,100,0,0,0,0,0,0,4,2,0]",2025-12-25,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
tarjeta de regalo,90,90,1600,34,0.52,https://www.caldea.com/regala-caldea,0,0,0.00,1,233000000,"[65,82,65,44,55,44,44,65,44,44,65,55]",2025-12-30,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
hotels altea,77,77,480,20,0.33,https://www.caldea.com/,0,0,0.00,0.89,5920000,"[13,24,62,24,24,30,30,62,55,36,16,16]",2026-01-20,"Video, Image, Hotels Pack, Related searches",commercial,Organic
madreselva hotel,45,45,720,25,0.26,https://www.caldea.com/regala-caldea,0,0,0.00,0.47,277000,"[52,31,5,8,13,13,16,52,37,68,52,68]",2025-12-15,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
masaje teruel,41,41,140,11,0.16,https://www.caldea.com/,0,0,0.00,0.38,1990000,"[34,100,65,65,53,65,42,65,65,65,53,3]",2026-02-04,"Local pack, Image",commercial,Organic
spa valencia ofertas,64,64,390,16,0.26,https://www.caldea.com/,0,0,0.00,1,9770000,"[54,54,81,81,66,54,36,44,44,44,23,29]",2026-01-20,Related searches,informational,Organic
cure thermale,96,96,90,18,0.42,https://www.caldea.com/fr/,0,0,0.00,0.05,5100000,"[9,9,52,14,23,23,23,42,66,66,80,42]",2025-12-26,"Knowledge panel, Local pack, Sitelinks, Video, Related searches",commercial,Organic
cascada de aguaque,39,39,170,17,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,6520000,"[31,31,5,3,4,3,5,8,7,2,2,3]",2026-01-14,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches",informational,Organic
hotel calas park mallorca,78,78,40,25,0.17,https://www.caldea.com/,0,0,0.00,0.49,1230000,"[11,11,23,23,23,23,23,29,41,29,11,11]",2025-12-27,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
albornoz niño 3 años,30,30,90,18,0.00,https://www.caldea.com/entradas,0,0,0.00,0,1890000,"[100,64,29,41,23,11,0,23,29,82,64,100]",2026-02-03,"Video, Popular products, Related searches",commercial,Organic
el.tiempo en grandvalira,98,98,40,26,0.00,https://www.caldea.com/ofertas,0,0,0.00,0,467000,"[9,100,42,33,14,0,0,0,0,0,0,0]",2026-01-27,"Instant answer, Related searches",informational,Organic
hoteles spa catalunya,75,75,140,14,0.30,https://www.caldea.com/,0,0,0.00,1,3250000,"[10,7,4,3,2,12,2,2,44,7,81,10]",2025-12-29,"Sitelinks, Video, Image, Hotels Pack, Related searches",informational,Organic
cala duo,53,53,1000,28,0.00,https://www.caldea.com/,0,0,0.00,0.03,6480000,"[80,8,1,1,3,0,8,0,5,80,44,100]",2025-12-09,"Knowledge panel, Image pack, Video, Image, Related searches",informational,Organic
andorra motos de nieve,59,59,70,,0.34,https://www.caldea.com/ofertas,0,0,0.00,1,474000,"[29,100,10,18,0,0,0,0,0,0,2,10]",2026-01-12,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
andorra motos de nieve,60,60,70,,0.34,https://www.caldea.com/ofertas,0,0,0.00,1,474000,"[29,100,10,18,0,0,0,0,0,0,2,10]",2026-01-12,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
atrapalo tenerife sur,37,37,50,29,0.38,https://www.caldea.com/,0,0,0.00,0.57,14700,"[11,11,23,17,41,41,82,29,29,17,11,23]",2026-01-20,"Sitelinks, Image, Ads bottom, Related searches",navigational,Organic
atrapalo tenerife sur,39,39,50,29,0.38,https://www.caldea.com/,0,0,0.00,0.57,14700,"[11,11,23,17,41,41,82,29,29,17,11,23]",2026-01-20,"Sitelinks, Image, Ads bottom, Related searches",navigational,Organic
all inclusive siam park,92,92,50,20,0.66,https://www.caldea.com/,0,0,0.00,0.56,3340000,"[7,14,14,35,7,28,21,64,78,78,35,28]",2026-01-01,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
hotel esqui andorra,35,35,110,16,0.57,https://www.caldea.com/oferta-hotel-andorra,0,0,0.00,0.86,1360000,"[53,53,35,17,5,5,5,10,17,28,23,35]",2026-01-19,"Video, Image, Hotels Pack, Related searches",transactional,Organic
hotel esqui andorra,95,95,110,16,0.57,https://www.caldea.com/,0,0,0.00,0.86,1360000,"[53,53,35,17,5,5,5,10,17,28,23,35]",2026-01-19,"Video, Image, Hotels Pack, Related searches",transactional,Organic
hotel con jacuzzi mallorca,83,83,110,9,0.25,https://www.caldea.com/,0,0,0.00,0.85,2870000,"[66,15,28,28,23,28,11,11,6,8,8,8]",2025-12-18,"Sitelinks, Image, Hotels Pack, Related searches","informational, transactional",Organic
musica para spa,33,33,70,29,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.33,54500000,"[12,9,9,9,9,9,9,15,9,6,9,2]",2026-01-19,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, Short videos","informational, transactional",Organic
blackpine andorra,34,34,90,,0.56,https://www.caldea.com/premium/entrada-hotel-the-blackpine-andorra-5,0,0,0.00,0.95,67600,"[0,9,52,9,66,9,9,66,100,66,52,52]",2026-02-01,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
que fer a andorra amb nens,57,57,50,4,0.34,https://www.caldea.com/,0,0,0.00,0.2,672000,"[0,0,0,0,0,1,0,1,3,3,0,1]",2026-01-01,"Image, Related searches",informational,Organic
opiniones de hotel andorra center,34,34,90,20,22.65,https://www.caldea.com/,0,0,0.00,0.24,25400000,"[52,52,80,42,42,33,33,42,42,52,42,42]",2025-12-26,"Knowledge panel, Video, Image, Related searches, AI overview",informational,Organic
hotel en ordino andorra,95,95,90,19,0.39,https://www.caldea.com/,0,0,0.00,0.95,2730000,"[22,22,14,14,10,10,22,18,29,18,18,22]",2026-01-27,"Image, Ads bottom, Hotels Pack, Related searches",commercial,Organic
hotel magic ski la massana,77,77,390,19,0.63,https://www.caldea.com/,0,0,0.00,0.58,99900,"[66,81,44,36,23,9,36,81,100,81,29,36]",2026-02-02,"Knowledge panel, Image, Ads bottom, People also ask, Related searches",informational,Organic
spa privado en valencia,66,66,210,21,0.13,https://www.caldea.com/,0,0,0.00,1,5230000,"[28,66,82,100,66,66,43,35,53,35,35,35]",2025-12-29,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
andorra fotografia,66,66,70,25,0.07,https://www.caldea.com/blog/tres-rincones-foto-andorra/,0,0,0.00,0.98,3910000,"[23,23,64,29,82,17,17,41,41,41,64,41]",2026-01-06,"Local pack, Video, Image, Related searches",commercial,Organic
termas de les,44,44,170,19,0.73,https://www.caldea.com/,0,0,0.00,0.08,9290000,"[10,43,35,43,43,14,29,35,100,35,18,22]",2026-01-23,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
pool center tenerife,35,35,90,29,0.00,https://www.caldea.com/,0,0,0.00,0.02,6830000,"[100,78,64,78,78,78,50,64,50,21,28,50]",2026-01-07,"Knowledge panel, Image pack, Video, Image, Related searches",informational,Organic
hoteles con aguas termales,18,18,170,54,0.17,https://www.caldea.com/,0,0,0.00,0.83,7470000,"[35,43,43,35,22,22,18,29,35,35,43,43]",2026-01-19,"Video, Image, Hotels Pack, People also ask, Related searches",transactional,Organic
complex con,39,39,170,34,0.99,https://www.caldea.com/,0,0,0.00,0.01,998000000,"[14,100,9,9,14,17,7,5,5,7,5,5]",2025-12-24,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
balnearios zaragoza,95,95,720,16,0.23,https://www.caldea.com/,0,0,0.00,0.91,788000,"[16,20,36,13,13,27,24,13,10,13,16,20]",2025-12-14,"Sitelinks, Video, Image, Hotels Pack, Related searches","informational, transactional",Organic
siam park tenerife prices,96,96,170,34,0.32,https://www.caldea.com/,0,0,0.00,0.62,944000,"[53,65,42,53,42,42,34,42,65,65,100,100]",2025-12-11,"Knowledge panel, Image, People also ask, Related searches","informational, transactional",Organic
hoteles la massana,72,72,210,19,0.52,https://www.caldea.com/,0,0,0.00,0.96,259000,"[53,43,53,100,100,82,43,23,28,28,28,66]",2025-12-12,"Sitelinks, Image, Hotels Pack, Related searches",informational,Organic
bañarse en mallorca en mayo,38,38,50,,0.00,https://www.caldea.com/,0,0,0.00,0.33,30200,"[7,15,26,53,65,34,7,7,7,7,7,7]",2026-01-23,"Image pack, Image, People also ask, Related searches, AI overview",informational,Organic
baño japones tradicional,63,63,140,8,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.88,4030000,"[65,65,53,65,42,42,34,53,80,42,42,65]",2026-01-04,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
duchas con pared,69,69,140,20,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,1,10300000,"[64,100,82,82,64,52,52,64,100,82,64,100]",2026-01-17,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
groupon san valentin,79,79,40,27,0.00,https://www.caldea.com/ofertas,0,0,0.00,0,23500,"[7,65,42,7,7,7,7,0,0,7,7,0]",2026-01-28,Video,navigational,Organic
habitacion con jacuzzi cataluña,76,76,390,11,0.29,https://www.caldea.com/,0,0,0.00,1,119000,"[36,30,30,67,55,30,20,20,8,13,24,24]",2025-12-22,"Image pack, Video, Image, Hotels Pack, Related searches","informational, transactional",Organic
spa masaje cerca de mi,47,47,210,54,0.38,https://www.caldea.com/,0,0,0.00,0.57,364000000,"[35,43,43,43,53,35,53,28,66,100,66,53]",2025-12-28,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",transactional,Organic
tarragona balneario,81,81,70,10,0.17,https://www.caldea.com/,0,0,0.00,1,1350000,"[10,100,4,4,6,4,2,6,6,10,8,6]",2026-01-11,"Video, Image, Hotels Pack, People also ask, Related searches","informational, transactional",Organic
aire massage & wellness center,25,25,140,16,0.00,https://www.caldea.com/,0,0,0.00,0.02,1620000,"[6,6,6,6,43,81,65,81,81,100,81,21]",2026-01-11,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
actividades andorra verano,44,44,110,7,0.18,https://www.caldea.com/blog/andorra-familia-planes-actividades-verano/,0,0,0.00,0.33,3580000,"[2,2,4,5,7,7,12,29,44,29,4,4]",2025-12-25,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
actividades andorra verano,78,78,110,7,0.18,https://www.caldea.com/,0,0,0.00,0.33,3580000,"[2,2,4,5,7,7,12,29,44,29,4,4]",2025-12-25,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
bikini mujer mayor,60,60,40,14,0.00,https://www.caldea.com/faq-caldea,0,0,0.00,0.8,15200000,"[0,14,14,14,14,14,14,100,100,14,14,14]",2026-01-02,"Image pack, Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
apartamentos pierre vacances,35,35,590,34,0.44,https://www.caldea.com/ofertas-caldea-hotel,0,0,0.00,0.39,728000,"[11,13,13,25,16,16,31,52,52,46,46,46]",2026-01-25,"Sitelinks, Image, Ads bottom, Hotels Pack, Related searches","navigational, transactional",Organic
apartamentos pierre vacances,38,38,590,34,0.44,https://www.caldea.com/ofertas-caldea-hotel,0,0,0.00,0.39,728000,"[11,13,13,25,16,16,31,52,52,46,46,46]",2026-01-25,"Sitelinks, Image, Ads bottom, Hotels Pack, Related searches","navigational, transactional",Organic
bosc aventura andorra,22,22,40,12,0.00,https://www.caldea.com/blog/parques-aventuras-andorra/,0,0,0.00,0.02,218000,"[4,4,4,4,4,6,10,29,29,6,6,4]",2026-01-05,"Knowledge panel, Image pack, Video, Image, Related searches",informational,Organic
ofertas esquiar andorra,9,9,50,14,0.55,https://www.caldea.com/ofertas-esqui-andorra,0,0,0.00,0.94,133000,"[23,28,12,5,0,0,5,7,10,12,10,12]",2026-01-25,"Video, Image, People also ask, Related searches","commercial, informational",Organic
ofertas esquiar andorra,60,60,50,14,0.55,https://www.caldea.com/classic/oferta-spa-esqui-grandvalira,0,0,0.00,0.94,133000,"[23,28,12,5,0,0,5,7,10,12,10,12]",2026-01-25,"Video, Image, People also ask, Related searches","commercial, informational",Organic
restaurante aromas de la india,45,45,1000,28,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.02,1030000,"[67,76,76,67,45,100,67,76,76,76,67,100]",2026-01-09,"Local pack, Video, People also ask, Related searches",commercial,Organic
alojamiento en soldeu,82,82,40,16,0.75,https://www.caldea.com/,0,0,0.00,1,91000,"[18,11,11,6,3,3,3,3,6,3,3,3]",2026-01-05,"Video, Image, Ads top, Ads bottom, Hotels Pack, Related searches",commercial,Organic
dibujos con colores calidos y frios juntos,46,46,70,28,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,843000,"[6,34,28,43,21,43,15,9,6,12,28,28]",2026-01-04,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
