Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
convertir pies cuadrados a metros cuadrados,92,92,260,20,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,1500000,"[29,23,36,29,29,29,36,29,23,29,23,19]",2026-01-11,"Instant answer, Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
lagunas de los tres,73,73,40,6,1.47,https://www.caldea.com/nuestro-spa,0,0,0.00,0.41,120000000,"[0,100,0,0,0,0,0,0,0,0,0,0]",2025-12-31,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches, Short videos",informational,Organic
circulación plus,74,74,90,26,0.50,https://www.caldea.com/nuestro-spa,0,0,0.00,1,41700000,"[0,34,42,100,53,26,53,26,19,26,19,26]",2025-12-27,"Knowledge panel, Image pack, Video, Image, Video Carousel, Related searches, Short videos",informational,Organic
centro de masajes cerca de mi ubicación,43,43,110,18,0.00,https://www.caldea.com/,0,0,0.00,0,78100000,"[23,23,43,23,43,23,28,17,12,23,28,23]",2025-12-16,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
what is spa meaning,15,15,40,33,0.00,https://www.caldea.com/blog/origin-word-spa/?lang=en,0,0,0.00,0,310000000,"[2,1,0,0,0,0,0,0,2,3,1,1]",2026-01-25,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Short videos",informational,Organic
decoracion de jardines con piedras,83,83,90,22,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.89,6330000,"[12,6,6,6,15,15,15,15,15,15,9,9]",2025-12-31,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos",informational,Organic
mola hotel,63,63,50,18,0.00,https://www.caldea.com/,0,0,0.00,0.08,13100000,"[78,78,21,14,14,14,14,14,28,35,50,21]",2026-01-04,"Video, Image, Hotels Pack, Related searches",commercial,Organic
thermal spa spain,9,9,40,25,0.00,https://www.caldea.com/en/,0,0,0.00,0.03,9940000,"[18,18,18,18,100,100,18,18,18,18,18,18]",2025-12-10,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
relajantes musculares naturales,78,78,70,2,0.52,https://www.caldea.com/nuestro-spa,0,0,0.00,1,2510000,"[50,64,35,78,78,50,50,50,50,50,50,50]",2025-12-13,"Sitelinks, Image, Related searches, AI overview",informational,Organic
spa de masajes cerca de mi,71,71,260,19,0.83,https://www.caldea.com/,0,0,0.00,0.37,20400000,"[29,23,9,15,15,54,29,19,100,66,100,6]",2026-01-26,"Local pack, Video, People also ask, Related searches",commercial,Organic
blaves,70,70,110,24,0.00,https://www.caldea.com/,0,0,0.00,0,313000,"[65,28,28,15,28,65,65,15,34,65,15,15]",2026-02-02,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, See results about",informational,Organic
piscina caliente cerca de mi,32,32,50,17,0.00,https://www.caldea.com/,0,0,0.00,0.06,48000000,"[100,100,100,100,18,18,18,18,18,18,18,18]",2026-02-04,"Local pack, Image pack, Video, Image, People also ask, Related searches",commercial,Organic
piscina caliente cerca de mi,74,74,50,17,0.00,https://www.caldea.com/,0,0,0.00,0.06,48000000,"[100,100,100,100,18,18,18,18,18,18,18,18]",2026-02-04,"Local pack, Image pack, Video, Image, People also ask, Related searches",commercial,Organic
moto de agua valencia,97,97,50,13,0.00,https://www.caldea.com/,0,0,0.00,0,18900000,"[100,100,100,77,77,77,77,77,0,0,0,0]",2025-12-30,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
dibujo de lago,50,50,40,23,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,95300000,"[100,18,0,18,0,36,100,81,18,18,18,45]",2025-12-21,"Image pack, Video, Image, People also ask, Related searches, Short videos",informational,Organic
termales en caldas,39,39,40,17,0.00,https://www.caldea.com/,0,0,0.00,0,2610000,"[11,41,23,41,0,100,11,23,11,11,11,0]",2025-12-17,"Sitelinks, Video, Image, Hotels Pack, Video Carousel, People also ask, Related searches","informational, transactional",Organic
masajes orientales cerca de mi,35,35,50,17,0.93,https://www.caldea.com/,0,0,0.00,0.14,8530000,"[78,64,35,50,100,50,50,7,0,0,0,7]",2026-01-21,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
baños exteriores,32,32,40,21,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.31,125000000,"[18,18,18,100,18,18,100,18,18,18,18,18]",2025-12-28,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
baños exteriores,89,89,40,21,0.00,https://www.caldea.com/reserva-ahora,0,0,0.00,0.31,125000000,"[18,18,18,100,18,18,100,18,18,18,18,18]",2025-12-28,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
cupones vale por para imprimir,49,49,40,22,0.00,https://www.caldea.com/tarjeta-regalo,0,0,0.00,0.5,1590000,"[100,14,14,14,78,14,14,14,14,14,14,14]",2025-12-03,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
cupones vale por para imprimir,51,51,40,22,0.00,https://www.caldea.com/tarjeta-regalo,0,0,0.00,0.5,1590000,"[100,14,14,14,78,14,14,14,14,14,14,14]",2025-12-03,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
caliente club & resorts prices,68,68,720,38,0.00,https://www.caldea.com/,0,0,0.00,0,298000,"[36,30,36,36,62,100,81,55,55,20,30,30]",2026-01-05,"Knowledge panel, Sitelinks, Video, Image, Hotels Pack, People also ask, Related searches, AI overview",transactional,Organic
laguna caliente,90,90,70,28,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,23300000,"[19,15,19,15,26,34,26,7,42,80,42,26]",2026-01-18,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
tres clasic,47,47,50,0,0.00,https://www.caldea.com/entradas,0,0,0.00,0.33,3180000,"[18,18,18,18,18,18,18,100,100,100,18,18]",2026-01-25,"Image pack, Sitelinks, Video, Popular products, Related searches","informational, transactional",Organic
spa mean,13,13,70,,0.00,https://www.caldea.com/blog/origin-word-spa/?lang=en,0,0,0.00,0,321000000,"[7,29,0,0,0,0,0,1,0,67,1,2]",2026-01-16,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,Organic
jacuzzi exterior,76,76,880,41,1.98,https://www.caldea.com/nuestro-spa,0,0,0.00,1,36900000,"[45,67,45,100,100,100,76,36,36,30,36,55]",2026-01-21,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
hotels near espacio discotheque,69,69,30,21,2.55,https://www.caldea.com/,0,0,0.00,1,177000,"[9,9,9,9,9,52,9,9,9,9,9,9]",2025-12-13,"Video, Image, Hotels Pack, People also ask",transactional,Organic
spa balnea,58,58,480,33,1.70,https://www.caldea.com/,0,0,0.00,0.03,324000,"[3,100,4,4,3,3,5,4,24,4,13,20]",2025-12-31,"Local pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, See results about","commercial, navigational",Organic
spa balnea,85,85,480,33,1.70,https://www.caldea.com/fr/,0,0,0.00,0.03,324000,"[3,100,4,4,3,3,5,4,24,4,13,20]",2025-12-31,"Local pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, See results about","commercial, navigational",Organic
interior de un baño,76,76,50,21,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.98,243000000,"[100,77,77,0,77,33,77,0,55,77,55,55]",2025-12-12,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",informational,Organic
sjiatsu,70,70,30,47,0.44,https://www.caldea.com/blog/shiatsu-massage-benefits/?lang=en,0,0,0.00,0.06,18100000,"[100,0,0,0,0,0,0,0,0,0,0,0]",2025-12-05,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
bañera de hidromasaje,68,68,170,25,1.28,https://www.caldea.com/nuestro-spa,0,0,0.00,0.81,4840000,"[53,53,65,65,42,65,65,53,80,80,53,53]",2026-01-04,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","informational, transactional",Organic
masajes y spa cerca de mi,83,83,110,43,0.52,https://www.caldea.com/,0,0,0.00,0.37,19700000,"[64,100,82,29,41,100,100,52,64,52,64,64]",2026-01-02,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
camas de masajes,71,71,170,27,0.37,https://www.caldea.com/regala-caldea,0,0,0.00,1,160000000,"[18,66,14,14,8,22,22,54,43,29,66,54]",2026-01-03,"Local pack, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
camas de masajes,89,89,170,27,0.37,https://www.caldea.com/nuestro-spa,0,0,0.00,1,160000000,"[18,66,14,14,8,22,22,54,43,29,66,54]",2026-01-03,"Local pack, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
el regalo resort,86,86,110,29,0.78,https://www.caldea.com/,0,0,0.00,0.31,20700000,"[43,43,34,21,34,28,28,28,28,28,28,21]",2026-01-02,"Knowledge panel, Sitelinks, Video, Image, Related searches","informational, navigational",Organic
terme spa,64,64,30,38,1.54,https://www.caldea.com/en/,0,0,0.00,0.1,54000000,"[4,10,4,6,6,6,8,6,10,4,8,4]",2025-12-08,"Sitelinks, Video, Image, Related searches","informational, transactional",Organic
mercure andorra,68,68,50,30,0.00,https://www.caldea.com/ofertas-caldea-hotel,0,0,0.00,0.44,450000,"[14,35,14,14,14,21,35,35,50,100,50,50]",2026-01-24,"Knowledge panel, Video, Image, People also ask, Related searches","informational, transactional",Organic
como se llama donde hacen masajes,38,38,40,8,0.00,https://www.caldea.com/,0,0,0.00,0.14,72500000,"[18,81,100,63,18,18,63,18,18,18,18,18]",2025-12-23,"Video, Video Carousel, People also ask, Related searches","informational, transactional",Organic
60 metros cuadrados en pies,45,45,110,10,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,9160000,"[42,53,26,11,65,42,34,65,80,65,15,19]",2026-02-05,"Instant answer, Video, Video Carousel, People also ask, Related searches",informational,Organic
altea hotel,75,75,90,15,0.89,https://www.caldea.com/,0,0,0.00,0.16,5360000,"[100,8,8,8,5,11,0,6,11,6,8,11]",2026-01-29,"Video, Image, Hotels Pack, Video Carousel, People also ask, Related searches",commercial,Organic
pont tibetà,50,50,70,17,0.00,https://www.caldea.com/blog/tibetan-bridge/?lang=en,0,0,0.00,0.01,948000,"[78,64,64,50,21,50,100,78,35,21,14,14]",2026-01-04,"Local pack, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",navigational,Organic
dónde está el baño,61,61,110,20,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,403000000,"[26,26,42,42,42,26,42,53,34,80,34,53]",2025-12-28,"Image pack, Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
accesspa,66,66,210,12,0.00,https://www.caldea.com/fr/,0,0,0.00,0,316000,"[16,13,13,16,20,20,20,13,20,16,20,16]",2025-12-30,"Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
barcelona gay bath house,80,80,40,49,0.00,https://www.caldea.com/,0,0,0.00,0.02,4550000,"[0,0,3,3,6,6,6,3,6,100,3,3]",2026-01-09,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
voage,29,29,260,18,8.74,https://www.caldea.com/tratamientos,0,0,0.00,0.02,70000,"[3,0,0,3,3,3,2,5,5,2,0,3]",2026-01-02,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
voage,31,31,260,18,8.74,https://www.caldea.com/nuestro-spa,0,0,0.00,0.02,70000,"[3,0,0,3,3,3,2,5,5,2,0,3]",2026-01-02,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
voage,33,33,260,18,8.74,https://www.caldea.com/tratamientos,0,0,0.00,0.02,70000,"[3,0,0,3,3,3,2,5,5,2,0,3]",2026-01-02,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
spa de unas,94,94,40,23,0.89,https://www.caldea.com/,0,0,0.00,0.27,60100000,"[0,60,60,60,80,80,100,100,80,100,60,100]",2026-01-20,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
sala restobar menu,78,78,170,12,0.19,https://www.caldea.com/,0,0,0.00,0.11,560000,"[65,80,80,80,100,53,65,65,42,80,80,65]",2025-12-23,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches","navigational, transactional",Organic
winter diet,46,46,40,20,0.00,https://www.caldea.com/blog/eat-winter-diet-healthy/?lang=en,0,0,0.00,0.05,501000000,"[52,100,9,9,9,9,9,9,9,9,9,14]",2026-01-06,"Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
salón de uñas cerca de mi ubicacion,87,87,50,17,0.96,https://www.caldea.com/,0,0,0.00,0.18,65600000,"[15,6,9,5,4,12,9,9,9,6,2,2]",2025-12-15,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
hotel andorra,59,59,170,,0.88,https://www.caldea.com/,0,0,0.00,0.63,68600000,"[32,11,32,17,26,14,26,21,11,11,9,7]",2026-01-03,"Sitelinks, Video, Image, Ads bottom, Hotels Pack, People also ask, Related searches",commercial,Organic
siam cocina thai,89,89,50,35,0.00,https://www.caldea.com/ofertas,0,0,0.00,0.02,364000,"[34,42,34,19,19,11,7,11,15,15,7,11]",2025-12-27,"Local pack, Sitelinks, Video, Image, Related searches","commercial, navigational",Organic
hoteles andorra,16,16,140,21,0.85,https://www.caldea.com/oferta-hotel-andorra,0,0,0.00,0.81,7950000,"[100,14,14,18,43,43,43,4,4,8,6,18]",2026-01-20,"Video, Image, Ads bottom, Hotels Pack, Related searches, Ads middle",commercial,Organic
hoteles andorra,52,52,140,21,0.85,https://www.caldea.com/ofertas-caldea-hotel,0,0,0.00,0.81,7950000,"[100,14,14,18,43,43,43,4,4,8,6,18]",2026-01-20,"Video, Image, Ads bottom, Hotels Pack, Related searches, Ads middle",commercial,Organic
hotel andorre,60,67,50,,0.62,https://www.caldea.com/,0,0,0.00,0.93,4390000,"[35,50,50,35,35,100,100,14,14,14,14,14]",2026-02-05,"Video, Image, Hotels Pack, People also ask, Related searches",transactional,Organic
masajes para evitar arrugas en la cara,96,96,50,19,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,1,1140000,"[64,100,100,14,14,14,14,14,14,14,14,14]",2025-12-07,"Image pack, Video, Related searches, Short videos, AI overview","informational, transactional",Organic
sala restobar,95,95,1600,28,0.59,https://www.caldea.com/,0,0,0.00,0.08,1970000,"[44,65,44,55,82,34,55,55,34,65,55,100]",2025-12-22,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","informational, navigational",Organic
thermal water benefits,61,61,70,20,0.00,https://www.caldea.com/blog/benefits-thermal-water-caldea/?lang=en,0,0,0.00,0.17,122000000,"[29,41,41,41,52,52,52,64,41,29,29,11]",2026-01-22,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
thermal water benefits,92,92,70,20,0.00,https://www.caldea.com/blog/what-are-thermal-waters/?lang=en,0,0,0.00,0.17,122000000,"[29,41,41,41,52,52,52,64,41,29,29,11]",2026-01-22,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
restaurantes hindues cerca de mi,44,44,70,23,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.24,502000,"[18,100,100,100,100,100,18,18,18,100,81,63]",2025-12-23,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
masajes aquí cerca,74,74,40,21,0.92,https://www.caldea.com/oferta-hotel-andorra,0,0,0.00,0.17,13700000,"[100,18,18,18,18,63,36,45,63,36,18,18]",2026-01-17,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
sport hotel soldeu andorra,85,85,40,23,1.87,https://www.caldea.com/,0,0,0.00,0.43,241000,"[100,100,18,18,18,100,18,18,18,18,18,18]",2026-01-06,"Sitelinks, Video, Image, Ads bottom, Hotels Pack, Related searches","informational, transactional",Organic
aladinia,35,35,70,33,0.00,https://www.caldea.com/,0,0,0.00,0.01,66200,"[33,100,33,80,52,23,19,19,23,9,14,19]",2026-01-22,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",navigational,Organic
spa para bebés cerca de mi,51,51,110,0,0.00,https://www.caldea.com/,0,0,0.00,0.21,38900000,"[10,29,22,54,29,18,14,43,22,22,22,14]",2026-01-20,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
spa para bebés cerca de mi,72,72,110,0,0.00,https://www.caldea.com/,0,0,0.00,0.21,38900000,"[10,29,22,54,29,18,14,43,22,22,22,14]",2026-01-20,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
alquiler motos de agua tarifa,74,74,50,3,0.00,https://www.caldea.com/ofertas,0,0,0.00,0,944000,"[18,18,81,63,81,81,63,100,63,27,0,0]",2025-12-26,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
resort altea,98,98,50,8,0.00,https://www.caldea.com/,0,0,0.00,0.25,1630000,"[100,100,100,100,18,18,27,18,36,36,27,18]",2026-01-04,"Video, Image, Hotels Pack, Related searches, See results about",commercial,Organic
masajes cerca de mi mejor valorados,51,51,50,24,0.00,https://www.caldea.com/,0,0,0.00,0.3,36000000,"[9,18,18,18,18,18,100,100,100,100,81,63]",2025-12-19,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
aguas termales in english,80,80,70,22,0.00,https://www.caldea.com/,0,0,0.00,0,7140000,"[0,1,0,9,14,1,0,1,11,0,48,7]",2026-02-01,"Instant answer, Image pack, Video, People also ask, Related searches",informational,Organic
barras para cubrir canas,86,86,40,,0.15,https://www.caldea.com/nuestro-spa,0,0,0.00,1,791000,"[100,14,0,28,14,100,14,14,14,14,14,14]",2026-01-24,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Short videos",informational,Organic
spa que es,9,9,110,26,5.44,https://www.caldea.com/blog/origen-palabra-spa/,0,0,0.00,0.02,533000000,"[0,1,4,39,4,26,7,7,0,11,21,17]",2026-02-01,"Knowledge panel, Video, People also ask, Related searches, Short videos",informational,Organic
las 18 en hora normal,93,93,50,19,0.00,https://www.caldea.com/entradas,0,0,0.00,0,1040000000,"[26,42,42,42,7,7,7,7,34,7,34,7]",2025-12-14,"Image pack, Video, Related searches, AI overview",informational,Organic
benefits of shiatsu massage,47,47,50,33,0.00,https://www.caldea.com/blog/shiatsu-massage-benefits/?lang=en,0,0,0.00,0.02,2620000,"[21,21,78,78,78,78,14,14,14,21,50,21]",2026-01-06,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
vestimenta azteca,60,60,70,23,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,6860000,"[23,33,42,33,42,33,23,23,33,66,52,42]",2026-01-26,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
spa para masajes cerca de mi,45,45,50,13,0.82,https://www.caldea.com/,0,0,0.00,0.34,20800000,"[18,18,100,100,81,36,63,45,63,9,45,36]",2025-12-11,"Local pack, Image pack, Sitelinks, Video, People also ask",commercial,Organic
cuantos pies son 20 metros,87,87,170,24,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,38500000,"[34,43,43,81,65,34,65,81,100,43,43,28]",2025-12-23,"Instant answer, Video, People also ask, Related searches",informational,Organic
grupo los clasicos,87,87,90,26,0.00,https://www.caldea.com/entradas,0,0,0.00,0.33,342000000,"[100,23,3,3,3,3,3,3,3,3,3,3]",2026-01-26,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches, Short videos",informational,Organic
aguas termominerales,16,16,390,9,0.98,https://www.caldea.com/aguas-termales,0,0,0.00,0.01,11500000,"[0,8,0,5,0,0,0,0,100,0,0,0]",2025-12-14,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",Organic
baños con jacuzzi y ducha,60,60,140,7,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.9,10400000,"[28,34,43,65,43,28,43,43,43,28,43,34]",2026-02-05,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos",informational,Organic
la caldera hotel photos,35,35,50,22,0.00,https://www.caldea.com/,0,0,0.00,0.01,2380000,"[14,14,14,100,78,14,78,78,14,14,14,14]",2026-01-19,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
modality swimsuits,80,80,40,30,1.66,https://www.caldea.com/en/faq-caldea,0,0,0.00,0.83,7510,"[9,9,9,9,9,9,52,52,52,9,9,9]",2026-01-12,"Knowledge panel, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
agua de vida spa,49,49,50,26,0.00,https://www.caldea.com/faq-caldea,0,0,0.00,0.09,86700000,"[64,64,64,41,41,29,11,11,11,11,11,11]",2026-01-02,"Local pack, Image pack, Video, Image, Related searches",commercial,Organic
hammam barcelona,53,53,70,22,0.00,https://www.caldea.com/,0,0,0.00,0.14,3060000,"[23,42,23,42,33,33,33,33,33,33,19,33]",2026-01-20,"Local pack, Video, Image, Related searches",commercial,Organic
spa means what,15,15,90,34,0.00,https://www.caldea.com/blog/origin-word-spa/?lang=en,0,0,0.00,0,273000000,"[2,2,0,8,2,13,3,4,5,2,1,1]",2026-01-29,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Short videos",informational,Organic
premium lavella,60,60,140,33,0.76,https://www.caldea.com/,0,0,0.00,1,2460000,"[0,0,0,0,53,100,66,23,43,35,17,35]",2025-12-16,"Knowledge panel, Sitelinks, Video, Image, People also ask, Popular products, Related searches",navigational,Organic
premium lavella,68,68,140,33,0.76,https://www.caldea.com/,0,0,0.00,1,2460000,"[0,0,0,0,53,100,66,23,43,35,17,35]",2025-12-16,"Knowledge panel, Sitelinks, Video, Image, People also ask, Popular products, Related searches",navigational,Organic
abbreviation spa,1,1,140,26,0.00,https://www.caldea.com/blog/origin-word-spa/?lang=en,0,0,0.00,0,6810000,"[43,28,43,28,53,21,28,81,53,43,21,43]",2025-12-16,"Sitelinks, Video, Related searches, AI overview",informational,AI overview
hotel cerca de mi economico,91,91,260,19,0.87,https://www.caldea.com/oferta-hotel-andorra,0,0,0.00,0.26,54300000,"[4,8,5,5,10,24,24,16,5,7,13,2]",2026-01-14,"Video, Image, Hotels Pack, People also ask, Related searches","commercial, informational",Organic
likid,54,54,40,16,0.00,https://www.caldea.com/,0,0,0.00,0.33,710000,"[0,0,0,0,29,29,100,0,41,41,41,41]",2026-01-09,"Knowledge panel, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
cuanto es 100 metros en pies,94,94,110,25,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,29400000,"[52,52,82,64,29,82,82,52,82,64,52,52]",2025-12-28,"Instant answer, Sitelinks, Video, People also ask, Related searches",informational,Organic
shiki spa & massage reviews,33,33,70,27,0.00,https://www.caldea.com/,0,0,0.00,0.16,24300,"[11,11,15,8,11,15,18,18,15,11,11,8]",2026-01-23,"Knowledge panel, People also ask, Related searches, AI overview",commercial,Organic
hotel para pasar la noche cerca de mi,97,97,70,,0.87,https://www.caldea.com/,0,0,0.00,0.48,83100000,"[78,78,14,14,14,50,100,64,50,64,50,50]",2026-01-12,"Video, Image, Hotels Pack, People also ask, Related searches","informational, transactional",Organic
hotel todo bien,85,85,110,38,1.05,https://www.caldea.com/,0,0,0.00,0.75,278000000,"[19,29,19,15,12,7,10,12,10,10,7,10]",2026-01-17,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","navigational, transactional",Organic
aire ancient baths barcelona,66,66,320,30,1.08,https://www.caldea.com/,0,0,0.00,0.08,324000,"[66,54,43,100,54,66,81,100,81,66,81,81]",2025-12-11,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","informational, navigational",Organic
soldeu hotels,80,80,70,25,2.34,https://www.caldea.com/,0,0,0.00,0.46,413000,"[100,80,33,23,42,23,19,9,9,9,14,9]",2026-01-26,"Image, Ads bottom, Hotels Pack, People also ask, Related searches",commercial,Organic
musica para masajes,47,47,70,21,0.02,https://www.caldea.com/nuestro-spa,0,0,0.00,0.05,14000000,"[35,35,28,64,64,0,64,64,50,64,50,50]",2026-01-03,"Video, Related searches, See results about, Short videos","informational, transactional",Organic
precios de caliente club resorts,47,47,50,28,0.00,https://www.caldea.com/,0,0,0.00,0.04,3780000,"[18,18,100,18,18,27,27,100,100,18,18,18]",2025-12-23,"Sitelinks, Video, Image, People also ask, Related searches, AI overview","informational, transactional",Organic
caldeos,58,58,210,23,0.56,https://www.caldea.com/entradas,0,0,0.00,0.02,266000,"[15,54,23,36,5,44,44,44,4,6,44,54]",2026-01-31,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
foods to help with a cold,96,96,90,37,0.03,https://www.caldea.com/blog/cold-best-foods/?lang=en,0,0,0.00,0.41,903000000,"[12,35,100,17,17,5,2,7,7,35,17,17]",2026-02-03,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, Ads middle, AI overview",informational,Organic
spas definition,71,71,110,44,0.17,https://www.caldea.com/blog/origin-word-spa/?lang=en,0,0,0.00,0,12500000,"[66,3,5,8,8,8,8,0,66,81,1,8]",2025-12-12,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
persona 3 personas,81,81,480,28,0.00,https://www.caldea.com/entradas,0,0,0.00,0,1410000000,"[24,30,24,30,16,20,16,24,20,20,20,13]",2026-02-01,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
aire ancient baths reviews,91,91,170,27,0.15,https://www.caldea.com/,0,0,0.00,0.01,281000,"[22,100,14,10,43,43,43,2,6,22,66,54]",2025-12-24,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",commercial,Organic
que es sauna,56,56,210,24,0.00,https://www.caldea.com/blog/conoces-los-origenes-y-beneficios-de-la-sauna/,0,0,0.00,0.72,73900000,"[53,43,53,66,53,43,53,82,82,66,66,53]",2026-01-15,"Knowledge panel, Image pack, Video, People also ask, Related searches, Short videos",informational,Organic
75 pies a metros,73,73,210,19,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,17500000,"[43,34,21,34,100,81,43,43,100,53,100,65]",2026-01-20,"Instant answer, Video, People also ask, Related searches",informational,Organic
sistema de sal para piscinas,70,70,50,4,0.70,https://www.caldea.com/nuestro-spa,0,0,0.00,1,13700000,"[3,3,3,3,3,3,18,18,18,3,3,6]",2026-01-03,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Short videos","commercial, informational",Organic
pal agua restaurant,54,54,40,22,0.00,https://www.caldea.com/,0,0,0.00,0.33,5540000,"[100,23,23,11,11,11,11,11,11,11,11,11]",2026-01-02,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches",informational,Organic
grandvalira ski resort andorra,71,71,320,32,1.74,https://www.caldea.com/blog/ski-andorra-grandvalira-vallnord/?lang=en,0,0,0.00,0.04,251000,"[10,44,19,29,67,15,100,67,19,67,0,2]",2026-01-12,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",navigational,Organic
hotel flor do sal,75,75,40,22,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.26,16400000,"[45,45,45,27,36,45,63,45,27,18,18,18]",2026-01-27,"Knowledge panel, Image pack, Video, Image, Hotels Pack, Related searches","informational, transactional",Organic
